date,ESP,GBR,IRL,PRT,ESP,GBR,IRL,PRT
2021-03-06,3149012.0,4225906.0,222699.0,809412.0,71138.0,124654.0,4419.0,16512.0
2021-03-07,3149012.0,4231166.0,223219.0,810094.0,71138.0,124736.0,4422.0,16540.0
2021-03-08,3160970.0,4235989.0,223651.0,810459.0,71436.0,124801.0,4422.0,16565.0
2021-03-09,3164982.0,4241858.0,223957.0,811306.0,71727.0,125032.0,4452.0,16595.0
2021-03-10,3172101.0,4247879.0,224588.0,811948.0,71961.0,125222.0,4499.0,16617.0
2021-03-11,3178356.0,4254714.0,225179.0,812575.0,72085.0,125403.0,4509.0,16635.0
2021-03-12,3183704.0,4261398.0,225820.0,813152.0,72258.0,125579.0,4518.0,16650.0
2021-03-13,3183704.0,4267015.0,226358.0,813716.0,72258.0,125701.0,4534.0,16669.0
2021-03-14,3183704.0,4271710.0,226741.0,814257.0,72258.0,125753.0,4534.0,16684.0
2021-03-15,3195062.0,4276840.0,227316.0,814513.0,72424.0,125817.0,4534.0,16694.0
2021-03-16,3200024.0,4282203.0,227663.0,814897.0,72565.0,125927.0,4552.0,16707.0
2021-03-17,3206116.0,4287996.0,228215.0,815570.0,72793.0,126068.0,4566.0,16722.0
2021-03-18,3212332.0,4294328.0,228796.0,816055.0,72910.0,126163.0,4566.0,16743.0
2021-03-19,3212332.0,4299200.0,229306.0,816623.0,72910.0,126263.0,4576.0,16754.0
2021-03-20,3212332.0,4304839.0,229831.0,817080.0,72910.0,126359.0,4585.0,16762.0
2021-03-21,3212332.0,4310195.0,230599.0,817530.0,72910.0,126393.0,4587.0,16768.0
2021-03-22,3228803.0,4315602.0,231119.0,817778.0,73543.0,126411.0,4588.0,16784.0
2021-03-23,3234319.0,4321019.0,231484.0,818212.0,73744.0,126523.0,4610.0,16794.0
2021-03-24,3234319.0,4326645.0,232164.0,818787.0,73744.0,126621.0,4628.0,16805.0
2021-03-25,3247738.0,4332922.0,232758.0,819210.0,74420.0,126684.0,4631.0,16814.0
2021-03-26,3255324.0,4339157.0,233327.0,819698.0,75010.0,126755.0,4651.0,16819.0
2021-03-27,3255324.0,4343066.0,233937.0,820042.0,75010.0,126813.0,4653.0,16827.0
2021-03-28,3255324.0,4347013.0,234541.0,820407.0,75010.0,126834.0,4666.0,16837.0
2021-03-29,3270825.0,4351796.0,235078.0,820716.0,75199.0,126857.0,4667.0,16843.0
2021-03-30,3275819.0,4355867.0,235444.0,821104.0,75305.0,126912.0,4681.0,16845.0
2021-03-31,3284353.0,4359982.0,235854.0,821722.0,75459.0,126955.0,4687.0,16848.0
2021-04-01,3291394.0,4364547.0,236600.0,822314.0,75541.0,127006.0,4705.0,16859.0
2021-04-02,3291394.0,4367969.0,237187.0,822862.0,75541.0,127058.0,4713.0,16868.0
2021-04-03,3300965.0,4371393.0,237695.0,823142.0,75698.0,127068.0,4715.0,16875.0
2021-04-04,3300965.0,4373798.0,238148.0,823335.0,75698.0,127078.0,4718.0,16879.0
2021-04-05,3311325.0,4376629.0,238466.0,823494.0,75783.0,127106.0,4718.0,16885.0
2021-04-06,3317948.0,4379033.0,238907.0,824368.0,75911.0,127126.0,4727.0,16887.0
2021-04-07,3326736.0,4381830.0,239325.0,825031.0,76037.0,127171.0,4732.0,16890.0
2021-04-08,3336637.0,4384954.0,239723.0,825633.0,76179.0,127224.0,4737.0,16899.0
2021-04-09,3347512.0,4380167.0,240192.0,826327.0,76328.0,127284.0,4769.0,16904.0
2021-04-10,3347512.0,4382880.0,240643.0,826928.0,76328.0,127324.0,4783.0,16910.0
2021-04-11,3347512.0,4384610.0,240945.0,827494.0,76328.0,127331.0,4785.0,16916.0
2021-04-12,3370256.0,4388296.0,241330.0,827765.0,76525.0,127346.0,4785.0,16918.0
2021-04-13,3376548.0,4390801.0,241684.0,828173.0,76625.0,127369.0,4803.0,16923.0
2021-04-14,3387022.0,4393330.0,242105.0,828857.0,76756.0,127407.0,4812.0,16931.0
2021-04-15,3396685.0,4396096.0,242402.0,829358.0,76882.0,127438.0,4820.0,16933.0
2021-04-16,3407283.0,4398903.0,242819.0,829911.0,76981.0,127472.0,4831.0,16937.0
2021-04-17,3407283.0,4401176.0,243238.0,830560.0,76981.0,127508.0,4835.0,16942.0
2021-04-18,3407283.0,4403060.0,243508.0,831001.0,76981.0,127518.0,4836.0,16945.0
2021-04-19,3428354.0,4406114.0,243911.0,831221.0,77102.0,127524.0,4836.0,16946.0
2021-04-20,3428354.0,4408644.0,244297.0,831645.0,77102.0,127557.0,4847.0,16951.0
2021-04-21,3446072.0,4411068.0,244695.0,832255.0,77364.0,127577.0,4856.0,16952.0
2021-04-22,3456886.0,4413834.0,245310.0,832891.0,77496.0,127597.0,4866.0,16956.0
2021-04-23,3468617.0,4416588.0,245743.0,833397.0,77591.0,127638.0,4867.0,16957.0
2021-04-24,3468617.0,4418710.0,246204.0,833964.0,77591.0,127670.0,4872.0,16959.0
2021-04-25,3468617.0,4420443.0,246633.0,834442.0,77591.0,127681.0,4873.0,16965.0
2021-04-26,3488469.0,4422562.0,247069.0,834638.0,77738.0,127688.0,4874.0,16965.0
2021-04-27,3496134.0,4425259.0,247489.0,834991.0,77855.0,127705.0,4884.0,16970.0
2021-04-28,3504799.0,4427390.0,247857.0,835563.0,77943.0,127734.0,4896.0,16973.0
2021-04-29,3514942.0,4429849.0,248326.0,836033.0,78080.0,127759.0,4899.0,16974.0
