date,CHN,IDN,IND,JPN,KOR,MYS,SGP,TWN
2021-03-09,4838.0,37757.0,158063.0,8359.0,1648.0,1186.0,29.0,10.0
2021-03-10,4839.0,37932.0,158189.0,8412.0,1652.0,1191.0,29.0,10.0
2021-03-11,4839.0,38049.0,158306.0,8457.0,1662.0,1200.0,29.0,10.0
2021-03-12,4839.0,38229.0,158446.0,8515.0,1667.0,1203.0,29.0,10.0
2021-03-13,4839.0,38329.0,158607.0,8566.0,1669.0,1206.0,30.0,10.0
2021-03-14,4839.0,38426.0,158725.0,8587.0,1675.0,1210.0,30.0,10.0
2021-03-15,4839.0,38573.0,158856.0,8625.0,1678.0,1213.0,30.0,10.0
2021-03-16,4839.0,38753.0,159044.0,8682.0,1686.0,1218.0,30.0,10.0
2021-03-17,4839.0,38915.0,159216.0,8718.0,1688.0,1220.0,30.0,10.0
2021-03-18,4839.0,39142.0,159370.0,8750.0,1690.0,1223.0,30.0,10.0
2021-03-19,4839.0,39339.0,159558.0,8783.0,1693.0,1225.0,30.0,10.0
2021-03-20,4839.0,39447.0,159755.0,8802.0,1696.0,1229.0,30.0,10.0
2021-03-21,4839.0,39550.0,159967.0,8821.0,1697.0,1233.0,30.0,10.0
2021-03-22,4839.0,39711.0,160166.0,8857.0,1704.0,1238.0,30.0,10.0
2021-03-23,4840.0,39865.0,160441.0,8908.0,1707.0,1244.0,30.0,10.0
2021-03-24,4840.0,39983.0,160692.0,8929.0,1709.0,1246.0,30.0,10.0
2021-03-25,4840.0,40081.0,160949.0,8956.0,1716.0,1248.0,30.0,10.0
2021-03-26,4841.0,40166.0,161240.0,8989.0,1721.0,1249.0,30.0,10.0
2021-03-27,4841.0,40364.0,161552.0,9021.0,1722.0,1251.0,30.0,10.0
2021-03-28,4841.0,40449.0,161843.0,9050.0,1726.0,1255.0,30.0,10.0
2021-03-29,4841.0,40581.0,162114.0,9079.0,1729.0,1260.0,30.0,10.0
2021-03-30,4841.0,40754.0,162468.0,9112.0,1731.0,1265.0,30.0,10.0
2021-03-31,4841.0,40858.0,162927.0,9155.0,1735.0,1272.0,30.0,10.0
2021-04-01,4841.0,41054.0,163396.0,9173.0,1737.0,1278.0,30.0,10.0
2021-04-02,4841.0,41151.0,164110.0,9191.0,1740.0,1283.0,30.0,10.0
2021-04-03,4850.0,41242.0,164623.0,9198.0,1744.0,1286.0,30.0,10.0
2021-04-04,4841.0,41669.0,165101.0,9210.0,1748.0,1288.0,30.0,10.0
2021-04-05,4841.0,41815.0,165547.0,9229.0,1752.0,1295.0,30.0,10.0
2021-04-06,4841.0,41977.0,166177.0,9251.0,1756.0,1300.0,30.0,10.0
2021-04-07,4841.0,42064.0,166862.0,9286.0,1758.0,1304.0,30.0,10.0
2021-04-08,4841.0,42227.0,167642.0,9311.0,1764.0,1308.0,30.0,10.0
2021-04-09,4843.0,42348.0,168436.0,9325.0,1765.0,1313.0,30.0,10.0
2021-04-10,4843.0,42443.0,169275.0,9352.0,1768.0,1321.0,30.0,10.0
2021-04-11,4843.0,42530.0,170179.0,9369.0,1770.0,1329.0,30.0,11.0
2021-04-12,4843.0,42656.0,171058.0,9393.0,1775.0,1333.0,30.0,11.0
2021-04-13,4844.0,42782.0,172085.0,9422.0,1782.0,1345.0,30.0,11.0
2021-04-14,4845.0,42906.0,173123.0,9471.0,1788.0,1353.0,30.0,11.0
2021-04-15,4845.0,43073.0,174308.0,9506.0,1790.0,1363.0,30.0,11.0
2021-04-16,4845.0,43196.0,175649.0,9552.0,1794.0,1365.0,30.0,11.0
2021-04-17,4845.0,43328.0,177150.0,9593.0,1797.0,1370.0,30.0,11.0
2021-04-18,4845.0,43424.0,178769.0,9610.0,1801.0,1378.0,30.0,11.0
2021-04-19,4845.0,43567.0,180530.0,9629.0,1802.0,1386.0,30.0,11.0
2021-04-20,4845.0,43777.0,182553.0,9682.0,1806.0,1389.0,30.0,11.0
2021-04-21,4845.0,44007.0,184657.0,9737.0,1808.0,1400.0,30.0,11.0
2021-04-22,4845.0,44172.0,186920.0,9778.0,1811.0,1407.0,30.0,11.0
2021-04-23,4845.0,44346.0,189544.0,9834.0,1812.0,1415.0,30.0,11.0
2021-04-24,4845.0,44500.0,192311.0,9890.0,1813.0,1426.0,30.0,12.0
