date,DNK,EST,FIN,HUN,LTU,LVA,NOR,SWE
2021-04-11,2442.0,1028.0,868.0,23417.0,3687.0,1986.0,684.0,13621.0
2021-04-12,2444.0,1037.0,874.0,23708.0,3697.0,1990.0,687.0,13621.0
2021-04-13,2447.0,1049.0,877.0,23980.0,3713.0,2002.0,688.0,13660.0
2021-04-14,2448.0,1057.0,881.0,24265.0,3718.0,2019.0,706.0,13720.0
2021-04-15,2450.0,1064.0,885.0,24521.0,3730.0,2030.0,707.0,13761.0
2021-04-16,2453.0,1070.0,887.0,24762.0,3739.0,2042.0,708.0,13788.0
2021-04-17,2453.0,1082.0,887.0,24979.0,3751.0,2048.0,708.0,13788.0
2021-04-18,2456.0,1092.0,887.0,25184.0,3760.0,2053.0,708.0,13788.0
2021-04-19,2460.0,1100.0,891.0,25381.0,3770.0,2056.0,709.0,13788.0
2021-04-20,2464.0,1104.0,893.0,25580.0,3785.0,2071.0,709.0,13825.0
2021-04-21,2466.0,1109.0,899.0,25787.0,3802.0,2079.0,734.0,13863.0
2021-04-22,2468.0,1120.0,902.0,26001.0,3818.0,2088.0,735.0,13882.0
2021-04-23,2473.0,1126.0,903.0,26208.0,3833.0,2094.0,736.0,13923.0
2021-04-24,2475.0,1137.0,903.0,26420.0,3841.0,2101.0,736.0,13923.0
2021-04-25,2476.0,1143.0,903.0,26625.0,3848.0,2102.0,736.0,13923.0
2021-04-26,2478.0,1145.0,906.0,26801.0,3857.0,2106.0,736.0,13923.0
2021-04-27,2480.0,1148.0,908.0,26984.0,3877.0,2110.0,736.0,13968.0
2021-04-28,2482.0,1148.0,911.0,27172.0,3900.0,2118.0,753.0,14000.0
