date,BGR,BIH,CYP,GRC,HRV,MLT,ROU,SRB,USA
2021-04-11,14418.0,7298.0,272.0,8885.0,6308.0,402.0,25135.0,5735.0,562390.0
2021-04-12,14619.0,7487.0,273.0,8961.0,6333.0,402.0,25248.0,5773.0,562861.0
2021-04-13,14746.0,7487.0,274.0,9054.0,6358.0,403.0,25441.0,5808.0,563688.0
2021-04-14,14871.0,7642.0,277.0,9135.0,6399.0,403.0,25605.0,5846.0,564646.0
2021-04-15,14979.0,7702.0,283.0,9239.0,6442.0,403.0,25800.0,5881.0,565539.0
2021-04-16,15100.0,7788.0,284.0,9330.0,6486.0,405.0,25937.0,5920.0,566405.0
2021-04-17,15138.0,7788.0,288.0,9397.0,6523.0,409.0,26072.0,5954.0,567086.0
2021-04-18,15195.0,7788.0,291.0,9462.0,6562.0,409.0,26232.0,5991.0,567404.0
2021-04-19,15412.0,7938.0,294.0,9540.0,6601.0,409.0,26381.0,6026.0,567886.0
2021-04-20,15518.0,8025.0,295.0,9627.0,6643.0,411.0,26618.0,6058.0,568711.0
2021-04-21,15618.0,8082.0,295.0,9713.0,6692.0,411.0,26793.0,6095.0,569555.0
2021-04-22,15618.0,8164.0,296.0,9788.0,6738.0,411.0,26943.0,6130.0,570499.0
2021-04-23,15826.0,8203.0,297.0,9864.0,6784.0,412.0,27113.0,6164.0,571263.0
2021-04-24,15859.0,8203.0,298.0,9950.0,6815.0,412.0,27267.0,6196.0,571987.0
2021-04-25,15907.0,8203.0,298.0,10007.0,6854.0,413.0,27394.0,6227.0,572266.0
2021-04-26,16101.0,8350.0,301.0,10087.0,6905.0,413.0,27511.0,6257.0,572740.0
2021-04-27,16182.0,8418.0,303.0,10179.0,6957.0,413.0,27683.0,6286.0,573381.0
2021-04-28,16278.0,8464.0,306.0,10242.0,7001.0,413.0,27833.0,6312.0,574329.0
