date,Clark,King,Kitsap,Pierce,Snohomish,Spokane,Thurston,Yakima
2021-01-24,16786.0,75435.0,4924.0,33731.0,27650.0,32910.0,6141.0,24886.0
2021-01-25,16915.0,75905.0,4971.0,33929.0,27995.0,32969.0,6185.0,25000.0
2021-01-26,17009.0,76148.0,4994.0,34151.0,28058.0,33200.0,6217.0,25086.0
2021-01-27,17106.0,76561.0,5018.0,34363.0,28174.0,33472.0,6261.0,25149.0
2021-01-28,17249.0,77069.0,5077.0,34590.0,28328.0,33979.0,6297.0,25333.0
2021-01-29,17386.0,77693.0,5108.0,34811.0,28373.0,34234.0,6384.0,25415.0
2021-01-30,17508.0,78012.0,5144.0,35015.0,28373.0,34404.0,6408.0,25567.0
2021-01-31,17508.0,78012.0,5144.0,35202.0,28373.0,34497.0,6449.0,25567.0
2021-02-01,17644.0,78391.0,5168.0,35318.0,28691.0,34672.0,6466.0,25802.0
2021-02-02,17729.0,78680.0,5208.0,35445.0,28767.0,34872.0,6486.0,25922.0
2021-02-03,17809.0,79063.0,5233.0,35554.0,28894.0,35012.0,6514.0,26056.0
2021-02-04,17884.0,79342.0,5273.0,35718.0,29062.0,35147.0,6538.0,26194.0
2021-02-05,17992.0,79633.0,5310.0,35849.0,29177.0,35290.0,6586.0,26306.0
2021-02-06,18030.0,79701.0,5320.0,35849.0,29177.0,35368.0,6601.0,26402.0
2021-02-07,18030.0,79701.0,5320.0,35849.0,29177.0,35532.0,6636.0,26402.0
2021-02-08,18184.0,80417.0,5437.0,36180.0,29431.0,35574.0,6670.0,26569.0
2021-02-09,18228.0,80596.0,5470.0,36258.0,29489.0,35644.0,6685.0,26639.0
2021-02-10,18194.0,80798.0,5483.0,36488.0,29556.0,35784.0,6719.0,26727.0
2021-02-11,18252.0,81084.0,5513.0,36546.0,29578.0,35805.0,6747.0,26783.0
2021-02-12,18302.0,81332.0,5529.0,36753.0,29705.0,35943.0,6777.0,26907.0
2021-02-13,18343.0,81543.0,5555.0,36753.0,29705.0,36022.0,6795.0,26970.0
2021-02-14,18343.0,81543.0,5555.0,36753.0,29705.0,36131.0,6817.0,26970.0
2021-02-15,18343.0,81543.0,5555.0,36753.0,29705.0,36183.0,6861.0,26970.0
2021-02-16,18416.0,82024.0,5577.0,37194.0,30055.0,36293.0,6928.0,27045.0
2021-02-17,18504.0,82203.0,5596.0,37357.0,30130.0,36415.0,6951.0,27107.0
2021-02-18,18516.0,82404.0,5606.0,37466.0,30230.0,36524.0,6967.0,27177.0
2021-02-19,18551.0,82617.0,5632.0,37574.0,30297.0,36617.0,7010.0,27224.0
2021-02-20,18612.0,82837.0,5647.0,37574.0,30297.0,36701.0,7025.0,27279.0
2021-02-21,18612.0,82837.0,5647.0,37574.0,30297.0,36787.0,7065.0,27279.0
2021-02-22,18674.0,83073.0,5680.0,37897.0,30474.0,36870.0,7080.0,27361.0
2021-02-23,18706.0,83197.0,5703.0,37975.0,30607.0,36952.0,7108.0,27399.0
2021-02-24,18754.0,83359.0,5723.0,38074.0,30680.0,37049.0,7136.0,27472.0
2021-02-25,18804.0,83613.0,5734.0,38224.0,30754.0,37129.0,7158.0,27528.0
2021-02-26,18859.0,83803.0,5752.0,38391.0,30828.0,37197.0,7184.0,27592.0
2021-02-27,18912.0,84016.0,5781.0,38391.0,30828.0,37269.0,7226.0,27643.0
2021-02-28,18912.0,84016.0,5781.0,38391.0,30828.0,37315.0,7250.0,27643.0
2021-03-01,18959.0,84246.0,5786.0,38633.0,30957.0,37368.0,7257.0,27718.0
2021-03-02,19001.0,84328.0,5800.0,38708.0,31081.0,37478.0,7278.0,27771.0
2021-03-03,19024.0,84490.0,5820.0,38772.0,31131.0,37495.0,7298.0,27817.0
2021-03-04,19064.0,84716.0,5828.0,38883.0,31182.0,37575.0,7312.0,27857.0
2021-03-05,19103.0,84857.0,5839.0,38939.0,31299.0,37579.0,7337.0,27924.0
2021-03-06,19142.0,85017.0,5863.0,39037.0,31299.0,37613.0,7358.0,27971.0
2021-03-07,19142.0,85017.0,5863.0,39037.0,31299.0,37688.0,7373.0,27971.0
2021-03-08,19175.0,85284.0,5897.0,39278.0,31439.0,37708.0,7383.0,28041.0
2021-03-09,19228.0,85419.0,5918.0,39373.0,31477.0,37760.0,7391.0,28084.0
2021-03-10,19285.0,85598.0,5932.0,39491.0,31510.0,37818.0,7407.0,28118.0
2021-03-11,19308.0,85826.0,5942.0,39584.0,31558.0,37925.0,7419.0,28201.0
2021-03-12,19343.0,86004.0,5952.0,39734.0,31617.0,37987.0,7458.0,28235.0
2021-03-13,19395.0,86236.0,5990.0,39863.0,31617.0,38057.0,7475.0,28235.0
2021-03-14,19395.0,86236.0,5990.0,39863.0,31617.0,38101.0,7492.0,28283.0
2021-03-15,19474.0,86542.0,6026.0,40034.0,31736.0,38154.0,7507.0,28335.0
2021-03-16,19515.0,86657.0,6048.0,40178.0,31775.0,38200.0,7516.0,28335.0
2021-03-17,19545.0,86852.0,6088.0,40386.0,31848.0,38270.0,7532.0,28415.0
2021-03-18,19587.0,87140.0,6102.0,40494.0,31912.0,38330.0,7548.0,28415.0
2021-03-19,19640.0,87395.0,6125.0,40632.0,31962.0,38407.0,7567.0,28523.0
2021-03-20,19710.0,87628.0,6148.0,40825.0,31962.0,38442.0,7585.0,28550.0
2021-03-21,19710.0,87628.0,6148.0,40825.0,31962.0,38486.0,7585.0,28550.0
2021-03-22,19768.0,88023.0,6174.0,41095.0,32145.0,38549.0,7616.0,28600.0
2021-03-23,19799.0,88114.0,6187.0,41206.0,32195.0,38592.0,7631.0,28622.0
2021-03-24,19856.0,88467.0,6205.0,41376.0,32242.0,38601.0,7660.0,28655.0
2021-03-25,19903.0,88835.0,6236.0,41518.0,32336.0,38706.0,7683.0,28717.0
2021-03-26,19949.0,89205.0,6248.0,41690.0,32426.0,38807.0,7714.0,28781.0
2021-03-27,20026.0,89638.0,6283.0,41940.0,32426.0,38880.0,7758.0,28828.0
2021-03-28,20026.0,89638.0,6283.0,41940.0,32426.0,38943.0,7766.0,28828.0
2021-03-29,20105.0,90127.0,6336.0,42198.0,32600.0,38885.0,7783.0,28895.0
2021-03-30,20143.0,90335.0,6368.0,42311.0,32600.0,38980.0,7795.0,28945.0
2021-03-31,20221.0,90694.0,6401.0,42520.0,32600.0,39044.0,7832.0,28980.0
2021-04-01,20248.0,91106.0,6442.0,42730.0,32600.0,39138.0,7869.0,29055.0
2021-04-02,20316.0,91510.0,6489.0,42998.0,32600.0,39217.0,7896.0,29152.0
2021-04-03,20385.0,91857.0,6525.0,43245.0,32600.0,39307.0,7915.0,29214.0
2021-04-04,20385.0,91857.0,6525.0,43245.0,32600.0,39354.0,7915.0,29214.0
2021-04-05,20445.0,92478.0,6584.0,43541.0,33271.0,39442.0,7965.0,29264.0
2021-04-06,20506.0,92572.0,6604.0,43653.0,33271.0,39486.0,7979.0,29320.0
2021-04-07,20554.0,93004.0,6626.0,43848.0,33271.0,39591.0,8004.0,29359.0
2021-04-08,20613.0,93326.0,6647.0,44013.0,33271.0,39693.0,8023.0,29423.0
2021-04-09,20716.0,93762.0,6697.0,44295.0,33271.0,39785.0,8075.0,29501.0
2021-04-10,20789.0,94134.0,6738.0,44556.0,33277.0,39903.0,8102.0,29535.0
2021-04-11,20789.0,94134.0,6738.0,44556.0,33277.0,39976.0,8102.0,29535.0
2021-04-12,20846.0,94777.0,6799.0,44908.0,34114.0,40106.0,8136.0,29629.0
2021-04-13,20972.0,95003.0,6836.0,45066.0,34114.0,40208.0,8173.0,29652.0
2021-04-14,21041.0,95349.0,6882.0,45209.0,34114.0,40279.0,8198.0,29753.0
2021-04-15,21118.0,95784.0,6922.0,45360.0,34114.0,40409.0,8263.0,29816.0
