date,0,GBR,SWE,USA,Arizona,Hawaii,Washington,New York City,King
2020-04-07,567366.0,72224.0,8299.0,413516.0,2577.0,408.0,8683.0,78498,3488
2020-04-08,593563.0,77387.0,8954.0,444731.0,2726.0,433.0,9098.0,83673,3690
2020-04-09,618658.0,82293.0,9599.0,480667.0,3018.0,440.0,9609.0,89127,3888
2020-04-10,642000.0,86660.0,10053.0,515081.0,3112.0,463.0,9888.0,94702,4119
2020-04-11,662352.0,90273.0,10448.0,544183.0,3393.0,484.0,10227.0,100840,4264
2020-04-12,729982.0,93812.0,10912.0,571440.0,3539.0,497.0,10414.0,105939,4428
2020-04-13,746586.0,98017.0,11349.0,598380.0,3702.0,502.0,10547.0,109706,4551
2020-04-14,775099.0,102365.0,11828.0,627205.0,3806.0,511.0,10711.0,113632,4622
2020-04-15,796409.0,107465.0,12432.0,652611.0,3962.0,524.0,10806.0,121653,4699
2020-04-16,829344.0,112808.0,13055.0,682626.0,4234.0,535.0,11180.0,126623,4811
2020-04-17,849941.0,117798.0,13743.0,715656.0,4507.0,547.0,11479.0,131003,4904
2020-04-18,865706.0,122534.0,14275.0,743588.0,4719.0,568.0,11850.0,135052,5065
2020-04-19,884077.0,126394.0,14663.0,769684.0,4929.0,574.0,11864.0,138370,5174
2020-04-20,896877.0,131260.0,15124.0,799512.0,5064.0,578.0,12255.0,140881,5295
2020-04-21,911861.0,136035.0,15831.0,825429.0,5251.0,580.0,12410.0,143547,5381
2020-04-22,928400.0,141540.0,16553.0,854288.0,5459.0,586.0,12606.0,146787,5451
2020-04-23,941478.0,146708.0,17311.0,887858.0,5769.0,590.0,12981.0,150327,5571
2020-04-24,944282.0,151689.0,18090.0,920185.0,6045.0,595.0,13197.0,155081,5691
2020-04-25,956869.0,155453.0,18563.0,950581.0,6280.0,597.0,13565.0,159851,5813
2020-04-26,966942.0,158926.0,18863.0,977082.0,6526.0,599.0,13744.0,163106,5914
2020-04-27,977993.0,163630.0,19426.0,1000785.0,6716.0,600.0,13958.0,165463,5992
2020-04-28,988326.0,168357.0,20168.0,1025362.0,6948.0,602.0,14165.0,167487,6056
2020-04-29,995865.0,173807.0,20966.0,1051800.0,7202.0,605.0,14490.0,170124,6184
2020-04-30,1004326.0,178771.0,21601.0,1081020.0,7648.0,609.0,14814.0,172784,6310
2020-05-01,1012475.0,183501.0,22133.0,1115946.0,7962.0,610.0,15134.0,174931,6409
2020-05-02,1019534.0,186731.0,22432.0,1143296.0,8364.0,611.0,15383.0,177490,6507
2020-05-03,1025275.0,189708.0,22693.0,1167593.0,8640.0,611.0,15943.0,179728,6620
2020-05-04,1030358.0,193091.0,23169.0,1191678.0,8919.0,612.0,16047.0,181034,6584
2020-05-05,1036985.0,196780.0,23826.0,1216209.0,9305.0,615.0,16234.0,182318,6655
2020-05-06,1047210.0,200616.0,24572.0,1240769.0,9707.0,616.0,16873.0,183770,6772
2020-05-07,1054838.0,204387.0,25359.0,1268180.0,9945.0,619.0,17187.0,185653,6865
2020-05-08,1062078.0,207439.0,26059.0,1295019.0,10526.0,619.0,17477.0,187157,6942
2020-05-09,1067544.0,209589.0,26568.0,1320155.0,10960.0,620.0,17629.0,188663,7002
2020-05-10,1072115.0,211911.0,26846.0,1339022.0,11119.0,621.0,17781.0,189656,7048
2020-05-11,1078608.0,215500.0,27301.0,1358293.0,11380.0,623.0,18172.0,190546,7117
2020-05-12,1084013.0,218895.0,28055.0,1381241.0,11736.0,624.0,18382.0,191320,7181
2020-05-13,1088720.0,222195.0,28755.0,1401649.0,12176.0,627.0,18492.0,192394,7223
2020-05-14,1093929.0,224813.0,29415.0,1428467.0,12674.0,627.0,18861.0,193663,7309
2020-05-15,1098674.0,227334.0,30103.0,1453214.0,13169.0,628.0,19131.0,195472,7362
2020-05-16,1102886.0,229406.0,30461.0,1477373.0,13631.0,629.0,19336.0,196481,7442
2020-05-17,1105818.0,231232.0,30720.0,1495736.0,13937.0,630.0,19514.0,197486,7482
2020-05-18,1109319.0,233809.0,31151.0,1518126.0,14170.0,630.0,19756.0,198114,7531
2020-05-19,1113776.0,236867.0,31818.0,1539133.0,14566.0,631.0,19988.0,198710,7584
2020-05-20,1117907.0,239579.0,32626.0,1561830.0,14897.0,633.0,20110.0,199392,7619
2020-05-21,1121689.0,242133.0,33236.0,1587596.0,15315.0,637.0,20280.0,200507,7647
2020-05-22,1127388.0,244174.0,33768.0,1611253.0,15608.0,632.0,20526.0,201298,7699
2020-05-23,1131010.0,245682.0,34171.0,1632364.0,16040.0,633.0,20740.0,202062,7766
2020-05-24,1133446.0,247037.0,34381.0,1652431.0,16339.0,633.0,20989.0,202931,7821
2020-05-25,1135368.0,248650.0,34871.0,1671104.0,16561.0,633.0,21265.0,203569,7881
2020-05-26,1138797.0,250309.0,35617.0,1690754.0,16783.0,633.0,21538.0,204111,7898
2020-05-27,1141420.0,252118.0,36417.0,1709303.0,17262.0,634.0,21825.0,204781,7933
2020-05-28,1149295.0,253854.0,37191.0,1731625.0,17763.0,637.0,22091.0,205854,7988
2020-05-29,1153379.0,255362.0,37964.0,1756098.0,18465.0,639.0,22377.0,206800,8008
2020-05-30,1157910.0,256469.0,38396.0,1779731.0,19255.0,641.0,22618.0,207539,8056
2020-05-31,1160233.0,257539.0,38661.0,1798718.0,19936.0,642.0,22814.0,208085,8161
2020-06-01,1162353.0,258983.0,39309.0,1816154.0,20123.0,642.0,23272.0,208550,8194
2020-06-02,1163570.0,260453.0,40210.0,1837656.0,21250.0,643.0,23608.0,209195,8237
2020-06-03,1162565.0,261802.0,41256.0,1857511.0,22245.0,643.0,23776.0,209688,8279
2020-06-04,1169302.0,263040.0,42295.0,1879150.0,22818.0,644.0,23999.0,210227,8335
2020-06-05,1172796.0,264150.0,43441.0,1904550.0,24369.0,653.0,24546.0,210728,8398
2020-06-06,1176365.0,264944.0,44224.0,1925710.0,25517.0,661.0,24767.0,211274,8419
2020-06-07,1179168.0,265662.0,44686.0,1943626.0,26924.0,663.0,25064.0,211728,8467
2020-06-08,1181800.0,266756.0,45363.0,1961263.0,27761.0,664.0,25593.0,212122,8509
2020-06-09,1184783.0,267915.0,46299.0,1979647.0,28396.0,670.0,25796.0,212469,8538
2020-06-10,1187371.0,269101.0,47736.0,2000757.0,29981.0,673.0,25940.0,212884,8561
2020-06-11,1190248.0,270108.0,49030.0,2023890.0,31525.0,680.0,26172.0,213271,8586
2020-06-12,1193826.0,271162.0,50367.0,2048756.0,33167.0,694.0,26576.0,213707,8646
2020-06-13,1196704.0,272050.0,51409.0,2073964.0,34773.0,711.0,26920.0,214242,8702
2020-06-14,1199411.0,272857.0,51827.0,2092912.0,35953.0,716.0,27135.0,214627,8753
2020-06-15,1201566.0,273888.0,52511.0,2112731.0,37005.0,724.0,27577.0,215011,8799
2020-06-16,1204712.0,274971.0,53729.0,2136401.0,39298.0,728.0,27949.0,215342,8857
2020-06-17,1208001.0,275970.0,55186.0,2163465.0,41159.0,732.0,28270.0,215686,8895
2020-06-18,1212413.0,276990.0,56682.0,2191991.0,43731.0,750.0,28663.0,216013,8989
2020-06-19,1215513.0,277974.0,57895.0,2223553.0,46914.0,777.0,29045.0,216421,9098
2020-06-20,1218613.0,278640.0,58597.0,2255823.0,50198.0,791.0,29466.0,216803,9167
2020-06-21,1221341.0,279264.0,58918.0,2280971.0,52666.0,802.0,29797.0,217189,9236
2020-06-22,1223660.0,280156.0,59718.0,2313123.0,54767.0,804.0,30443.0,217487,9275
2020-06-23,1227074.0,281038.0,61030.0,2350198.0,58397.0,807.0,30778.0,217803,9371
2020-06-24,1230294.0,281815.0,62728.0,2386074.0,60207.0,821.0,31400.0,218089,9504
2020-06-25,1233568.0,282512.0,64009.0,2426391.0,63297.0,836.0,31998.0,218429,9614
2020-06-26,1238120.0,283151.0,65212.0,2472385.0,66676.0,850.0,32489.0,218799,9697
2020-06-27,1241610.0,283785.0,65972.0,2513731.0,70152.0,856.0,33031.0,219157,9821
2020-06-28,1243658.0,284192.0,66392.0,2554461.0,73961.0,883.0,33341.0,219481,9903
2020-06-29,1246539.0,284812.0,67119.0,2595744.0,74602.0,884.0,34036.0,219670,10071
2020-06-30,1249378.0,285216.0,67924.0,2642174.0,79399.0,901.0,34541.0,219844,10198
2020-07-01,1253311.0,285279.0,68608.0,2693993.0,84152.0,909.0,35258.0,220143,10358
2020-07-02,1257018.0,285285.0,69297.0,2750622.0,87495.0,929.0,35921.0,220567,10598
2020-07-03,1260724.0,285787.0,69996.0,2801983.0,91894.0,957.0,36417.0,221028,10721
2020-07-04,1263793.0,286412.0,70366.0,2847664.0,94616.0,981.0,36799.0,221395,10786
2020-07-05,1266035.0,286931.0,70681.0,2898432.0,98126.0,1005.0,37468.0,221637,11016
2020-07-06,1270392.0,287290.0,70932.0,2941517.0,101542.0,1012.0,38517.0,221882,11142
2020-07-07,1273224.0,287874.0,71210.0,3002171.0,105159.0,1053.0,39063.0,222156,11208
2020-07-08,1277200.0,288511.0,71747.0,3062290.0,108710.0,1076.0,39661.0,222444,11321
2020-07-09,1281136.0,289154.0,72082.0,3124786.0,112783.0,1112.0,40369.0,222723,11488
2020-07-10,1285689.0,289678.0,72459.0,3192841.0,116947.0,1139.0,41090.0,223078,11634
2020-07-11,1289127.0,290504.0,72773.0,3252874.0,119991.0,1181.0,41326.0,223382,11773
2020-07-12,1291578.0,291154.0,72879.0,3311312.0,122479.0,1201.0,42181.0,223725,11947
2020-07-13,1297142.0,291691.0,73049.0,3370208.0,123917.0,1222.0,43538.0,223977,12101
2020-07-14,1300322.0,292931.0,73364.0,3438244.0,128126.0,1243.0,44257.0,224293,12246
2020-07-15,1304968.0,293469.0,73663.0,3506364.0,131411.0,1271.0,45004.0,224662,12355
2020-07-16,1310658.0,294116.0,73936.0,3582184.0,134730.0,1290.0,46268.0,225045,12594
2020-07-17,1316646.0,294803.0,74235.0,3654445.0,138575.0,1312.0,47226.0,225414,12809
2020-07-18,1320186.0,295632.0,74435.0,3716980.0,141333.0,1332.0,47889.0,225799,12993
2020-07-19,1322918.0,296358.0,74545.0,3777456.0,143644.0,1359.0,48601.0,226104,13161
2020-07-20,1332538.0,296944.0,74676.0,3839546.0,145320.0,1371.0,49949.0,226388,13341
2020-07-21,1337960.0,297389.0,74902.0,3904066.0,148730.0,1396.0,50746.0,226779,13488
2020-07-22,1344539.0,297952.0,75199.0,3974630.0,150659.0,1413.0,51442.0,227130,13661
2020-07-23,1352640.0,298731.0,75419.0,4043070.0,153029.0,1468.0,52255.0,227517,13837
2020-07-24,1360632.0,299500.0,75681.0,4116393.0,156392.0,1526.0,53278.0,227882,14066
2020-07-25,1365423.0,300270.0,75819.0,4181308.0,160055.0,1597.0,53883.0,228220,14274
2020-07-26,1369222.0,301020.0,75861.0,4236083.0,162041.0,1660.0,54421.0,228445,14452
2020-07-27,1381625.0,301708.0,75932.0,4292934.0,163918.0,1688.0,55547.0,228740,14638
2020-07-28,1388129.0,302261.0,76215.0,4359391.0,165994.0,1734.0,56575.0,228939,14748
2020-07-29,1397005.0,303063.0,76516.0,4431244.0,168361.0,1842.0,57299.0,229237,14898
2020-07-30,1407314.0,303910.0,76818.0,4498701.0,170905.0,1966.0,58099.0,229551,15058
2020-07-31,1417527.0,304793.0,77076.0,4567420.0,174108.0,2088.0,58725.0,229834,15216
2020-08-01,1422723.0,305562.0,77379.0,4623604.0,177019.0,2174.0,59648.0,230147,15418
2020-08-02,1426559.0,306309.0,77417.0,4669149.0,178473.0,2219.0,60160.0,230410,15529
2020-08-03,1442905.0,307251.0,77582.0,4714678.0,179506.0,2425.0,61011.0,230648,15653
2020-08-04,1454596.0,307926.0,77916.0,4773479.0,180537.0,2568.0,61828.0,230964,15798
2020-08-05,1465508.0,308832.0,78341.0,4827936.0,182230.0,2740.0,62389.0,231268,15965
2020-08-06,1477912.0,309796.0,78719.0,4887293.0,183744.0,2891.0,63056.0,231600,16157
2020-08-07,1492016.0,310696.0,79099.0,4946590.0,185104.0,3092.0,63975.0,231942,16291
2020-08-08,1498019.0,311461.0,79359.0,5000709.0,186226.0,3323.0,64346.0,232271,16491
2020-08-09,1503221.0,312574.0,79432.0,5046463.0,187086.0,3475.0,65248.0,232517,16620
2020-08-10,1521967.0,313392.0,79628.0,5094087.0,187634.0,3615.0,66225.0,232756,16768
2020-08-11,1532584.0,314542.0,80045.0,5142088.0,188780.0,3733.0,66619.0,233030,16849
2020-08-12,1546317.0,315581.0,80489.0,5198137.0,189522.0,3935.0,67170.0,233422,16998
2020-08-13,1564048.0,316729.0,80851.0,5249451.0,190850.0,4289.0,68095.0,233859,17223
2020-08-14,1580851.0,318190.0,81195.0,5314791.0,191810.0,4520.0,68581.0,234223,17359
2020-08-15,1591079.0,319232.0,81421.0,5361712.0,192670.0,4802.0,69136.0,234609,17533
2020-08-16,1599199.0,320343.0,81484.0,5400904.0,193554.0,5019.0,69894.0,234918,17662
2020-08-17,1621571.0,321064.0,81658.0,5437580.0,194027.0,5192.0,70509.0,235155,17843
2020-08-18,1635353.0,322177.0,81972.0,5482614.0,194931.0,5326.0,71032.0,235446,18008
2020-08-19,1653657.0,323008.0,82323.0,5529973.0,195568.0,5586.0,71594.0,235714,18149
2020-08-20,1673806.0,324203.0,82656.0,5574013.0,196305.0,5821.0,72284.0,235985,18332
2020-08-21,1695902.0,325263.0,82954.0,5622842.0,196925.0,6049.0,72787.0,236269,18437
2020-08-22,1706797.0,326595.0,83114.0,5665887.0,197909.0,6333.0,73353.0,236534,18589
2020-08-23,1717680.0,327643.0,83171.0,5700119.0,198117.0,6577.0,73745.0,236822,18697
2020-08-24,1745548.0,328620.0,83353.0,5736641.0,198421.0,6746.0,74292.0,237032,18843
2020-08-25,1763288.0,329821.0,83578.0,5777001.0,199293.0,6961.0,74634.0,237263,18896
2020-08-26,1779905.0,330967.0,83824.0,5822167.0,199495.0,7236.0,75207.0,237525,19068
2020-08-27,1809759.0,332509.0,83958.0,5867547.0,200172.0,7542.0,75752.0,237838,19196
2020-08-28,1834985.0,333806.0,83958.0,5914395.0,200694.0,7806.0,76397.0,238107,19380
2020-08-29,1848683.0,334916.0,83958.0,5957126.0,201317.0,8115.0,76834.0,238385,19499
