date,Erie,Allegheny,Cuyahoga,Hamilton,Wayne,Davidson,Shelby,Orleans
2021-03-11,1627.0,1764.0,1894.0,1073.0,4187.0,883.0,1529.0,770.0
2021-03-12,1627.0,1767.0,1920.0,1087.0,4188.0,883.0,1529.0,770.0
2021-03-13,1628.0,1767.0,1920.0,1087.0,4193.0,883.0,1529.0,770.0
2021-03-14,1630.0,1767.0,1920.0,1087.0,4193.0,883.0,1529.0,772.0
2021-03-15,1631.0,1769.0,1920.0,1087.0,4196.0,872.0,1539.0,775.0
2021-03-16,1632.0,1770.0,1928.0,1096.0,4199.0,872.0,1539.0,775.0
2021-03-17,1633.0,1774.0,1928.0,1096.0,4199.0,874.0,1539.0,778.0
2021-03-18,1634.0,1774.0,1928.0,1096.0,4203.0,877.0,1539.0,778.0
2021-03-19,1636.0,1777.0,1968.0,1126.0,4205.0,881.0,1544.0,778.0
2021-03-20,1637.0,1779.0,1968.0,1126.0,4219.0,881.0,1546.0,778.0
2021-03-21,1640.0,1780.0,1968.0,1126.0,4219.0,881.0,1546.0,778.0
2021-03-22,1640.0,1780.0,1968.0,1126.0,4219.0,880.0,1546.0,779.0
2021-03-23,1640.0,1783.0,1971.0,1130.0,4224.0,884.0,1546.0,779.0
2021-03-24,1642.0,1790.0,1971.0,1130.0,4227.0,887.0,1548.0,779.0
2021-03-25,1644.0,1793.0,1971.0,1130.0,4239.0,888.0,1558.0,779.0
2021-03-26,1645.0,1797.0,1991.0,1142.0,4245.0,890.0,1558.0,779.0
2021-03-27,1647.0,1800.0,1991.0,1142.0,4246.0,890.0,1560.0,779.0
2021-03-28,1648.0,1801.0,1991.0,1142.0,4246.0,890.0,1566.0,779.0
2021-03-29,1651.0,1802.0,1991.0,1142.0,4247.0,894.0,1567.0,781.0
2021-03-30,1652.0,1807.0,2003.0,1151.0,4257.0,896.0,1567.0,782.0
2021-03-31,1654.0,1814.0,2003.0,1151.0,4258.0,896.0,1569.0,782.0
2021-04-01,1657.0,1817.0,2003.0,1151.0,4266.0,902.0,1570.0,783.0
2021-04-02,1660.0,1820.0,2009.0,1155.0,4277.0,902.0,1570.0,783.0
2021-04-03,1663.0,1821.0,2009.0,1155.0,4291.0,902.0,1574.0,783.0
2021-04-04,1666.0,1821.0,2009.0,1155.0,4291.0,902.0,1574.0,783.0
2021-04-05,1666.0,1823.0,2009.0,1155.0,4297.0,907.0,1574.0,783.0
2021-04-06,1666.0,1824.0,2029.0,1160.0,4304.0,915.0,1574.0,783.0
2021-04-07,1669.0,1826.0,2029.0,1160.0,4306.0,916.0,1575.0,785.0
2021-04-08,1670.0,1832.0,2029.0,1160.0,4335.0,917.0,1575.0,785.0
2021-04-09,1671.0,1838.0,2040.0,1164.0,4343.0,918.0,1584.0,785.0
2021-04-10,1673.0,1840.0,2040.0,1164.0,4358.0,918.0,1585.0,785.0
2021-04-11,1677.0,1841.0,2040.0,1164.0,4358.0,918.0,1585.0,785.0
2021-04-12,1681.0,1842.0,2040.0,1164.0,4357.0,919.0,1585.0,785.0
2021-04-13,1683.0,1853.0,2061.0,1165.0,4381.0,919.0,1585.0,786.0
2021-04-14,1689.0,1860.0,2061.0,1165.0,4383.0,922.0,1586.0,786.0
2021-04-15,1694.0,1860.0,2060.0,1165.0,4412.0,924.0,1593.0,788.0
2021-04-16,1697.0,1866.0,2069.0,1168.0,4421.0,923.0,1593.0,789.0
2021-04-17,1703.0,1869.0,2069.0,1168.0,4435.0,923.0,1596.0,789.0
2021-04-18,1706.0,1870.0,2069.0,1168.0,4435.0,923.0,1599.0,789.0
