date,0,1,Bexar,2,3,El Paso,Lubbock,Webb,Texas
2021-02-15,500892.0,650237.0,187758,133246.0,144482.0,119774,47802.0,42270.0,2571789
2021-02-16,501000.0,651972.0,187758,133246.0,145106.0,119997,47851.0,42419.0,2575430
2021-02-17,502069.0,653188.0,187758,133272.0,145332.0,120205,47883.0,42419.0,2579959
2021-02-18,502147.0,654074.0,187758,133272.0,145851.0,120556,47905.0,42419.0,2582346
2021-02-19,505023.0,655244.0,187758,133272.0,146799.0,120769,47954.0,42470.0,2588291
2021-02-20,506044.0,656046.0,189975,133272.0,146834.0,120982,47976.0,42470.0,2593823
2021-02-21,507539.0,656397.0,193473,133543.0,146878.0,121503,47984.0,42470.0,2600230
2021-02-22,509247.0,658313.0,193703,133940.0,147777.0,121765,48002.0,42470.0,2607576
2021-02-23,510622.0,660586.0,193973,134419.0,148494.0,122448,48023.0,42470.0,2617850
2021-02-24,511842.0,662858.0,194344,134744.0,149470.0,122448,48068.0,42606.0,2625490
2021-02-25,513411.0,665036.0,194748,135033.0,150383.0,122774,48098.0,42612.0,2633310
2021-02-26,517538.0,667335.0,195249,135432.0,151453.0,122966,48123.0,42612.0,2644221
2021-02-27,518495.0,669148.0,195731,135750.0,151595.0,123445,48147.0,42685.0,2649664
2021-02-28,520197.0,669337.0,196540,135769.0,151668.0,123690,48160.0,42685.0,2653285
2021-03-01,521869.0,671894.0,196828,137375.0,152358.0,123979,48175.0,42685.0,2661425
2021-03-02,525080.0,673323.0,197077,137852.0,152969.0,124162,48191.0,42757.0,2668665
2021-03-03,527648.0,675349.0,197267,138136.0,153615.0,124438,48196.0,42757.0,2676258
2021-03-04,529629.0,677521.0,197509,138276.0,154048.0,124812,48223.0,42757.0,2683840
2021-03-05,531429.0,678932.0,197796,138574.0,154384.0,125060,48241.0,42757.0,2689417
2021-03-06,532750.0,679690.0,197933,138667.0,154399.0,125250,48249.0,42757.0,2693011
2021-03-07,533939.0,680115.0,198580,138798.0,154504.0,125372,48260.0,42757.0,2695863
2021-03-08,534948.0,681322.0,198810,139050.0,154887.0,125542,48272.0,42866.0,2699863
2021-03-09,536255.0,683109.0,198981,139314.0,155192.0,125830,48285.0,42866.0,2705272
2021-03-10,537771.0,684850.0,199077,139651.0,155490.0,125985,48301.0,42913.0,2710622
2021-03-11,540019.0,686229.0,199443,139982.0,155910.0,126210,48319.0,42913.0,2716807
2021-03-12,541388.0,687394.0,199601,140214.0,156803.0,126416,48347.0,42913.0,2722037
2021-03-13,542662.0,687807.0,199685,140339.0,156926.0,126641,48347.0,42932.0,2724913
2021-03-14,543590.0,688149.0,200676,140416.0,156977.0,126796,48347.0,42932.0,2727642
2021-03-15,544318.0,689662.0,200830,140787.0,157905.0,126981,48392.0,42932.0,2732352
2021-03-16,546384.0,690673.0,201022,141031.0,158972.0,127168,48399.0,42932.0,2738219
2021-03-17,547568.0,691458.0,201208,141231.0,159683.0,127403,48414.0,42932.0,2742767
2021-03-18,548429.0,692240.0,201285,141375.0,160120.0,127538,48424.0,43003.0,2746187
2021-03-19,549846.0,693030.0,201423,141559.0,160402.0,127661,48433.0,43003.0,2750126
2021-03-20,550673.0,693257.0,201704,141694.0,160462.0,127824,48433.0,43003.0,2752597
2021-03-21,551477.0,693399.0,202562,141779.0,160513.0,127992,48433.0,43003.0,2754928
2021-03-22,552107.0,694623.0,202728,142041.0,160793.0,128119,48457.0,43047.0,2758353
2021-03-23,553559.0,695431.0,202861,142293.0,161063.0,128252,48458.0,43047.0,2762748
2021-03-24,554462.0,696007.0,202993,142524.0,161558.0,128435,48470.0,43047.0,2766575
2021-03-25,555393.0,696596.0,203203,142743.0,161846.0,128615,48503.0,43047.0,2771966
2021-03-26,556643.0,697216.0,203382,142879.0,162149.0,128769,48537.0,43103.0,2775925
2021-03-27,558091.0,697674.0,203535,143088.0,162223.0,128923,48537.0,43103.0,2779015
2021-03-28,558950.0,697846.0,205111,143167.0,162286.0,129013,48537.0,43103.0,2781996
2021-03-29,560318.0,699133.0,205270,143487.0,162693.0,129115,48566.0,43164.0,2786573
2021-03-30,561706.0,699755.0,205418,143677.0,162935.0,129209,48577.0,43186.0,2790047
2021-03-31,562628.0,700658.0,205540,143952.0,163232.0,129495,48591.0,43199.0,2794158
2021-04-01,563534.0,701458.0,205789,144209.0,163591.0,129723,48608.0,43229.0,2797846
2021-04-02,564209.0,701808.0,205789,144326.0,163663.0,129884,48610.0,43229.0,2799874
2021-04-03,564933.0,702139.0,205789,144397.0,163694.0,130026,48610.0,43244.0,2801550
2021-04-04,565601.0,702278.0,205789,144397.0,163746.0,130102,48610.0,43244.0,2802562
2021-04-05,566274.0,702932.0,207961,144658.0,164075.0,130250,48647.0,43244.0,2807528
2021-04-06,567428.0,704227.0,208184,144985.0,164308.0,130457,48661.0,43244.0,2811727
2021-04-07,568292.0,704956.0,208474,145253.0,164730.0,130647,48671.0,43349.0,2815639
2021-04-08,569236.0,705531.0,208618,145540.0,165084.0,130875,48678.0,43349.0,2820167
2021-04-09,570092.0,706397.0,208864,145749.0,165383.0,131004,48687.0,43376.0,2823407
2021-04-10,570784.0,706820.0,208864,145889.0,165476.0,131159,48687.0,43376.0,2825875
2021-04-11,571432.0,707098.0,208864,146063.0,165596.0,131283,48687.0,43376.0,2827344
2021-04-12,572520.0,707769.0,210808,146395.0,165924.0,131459,48710.0,43407.0,2832897
2021-04-13,573614.0,708924.0,211081,146654.0,166299.0,131561,48725.0,43407.0,2837744
2021-04-14,574734.0,709514.0,211333,146970.0,166613.0,131746,48732.0,43451.0,2841337
2021-04-15,575602.0,710209.0,211409,147145.0,166893.0,131898,48733.0,43451.0,2844658
2021-04-16,576449.0,710890.0,211434,147306.0,167156.0,132038,48741.0,43498.0,2847672
2021-04-17,576955.0,711299.0,211434,147442.0,167306.0,132132,48741.0,43498.0,2849515
2021-04-18,577619.0,711652.0,211434,147503.0,167336.0,132355,48741.0,43498.0,2850954
2021-04-19,578148.0,712253.0,213689,147823.0,167643.0,132448,48751.0,43548.0,2855698
2021-04-20,579018.0,712609.0,214083,148115.0,168052.0,132448,48765.0,43548.0,2858380
2021-04-21,580408.0,713891.0,214394,148369.0,168572.0,132892,48770.0,43614.0,2864519
