date,AUT,CHE,CZE,DEU,NLD,POL,SVK,SVN
2021-03-22,9089.0,10239.0,24810.0,75009.0,16426.0,49365.0,9104.0,3976.0
2021-03-23,9121.0,10247.0,25055.0,75255.0,16475.0,49761.0,9190.0,3985.0
2021-03-24,9151.0,10276.0,25258.0,75484.0,16510.0,50340.0,9261.0,3994.0
2021-03-25,9178.0,10284.0,25450.0,75669.0,16536.0,50860.0,9313.0,3998.0
2021-03-26,9200.0,10298.0,25639.0,75828.0,16561.0,51305.0,9373.0,4008.0
2021-03-27,9231.0,10299.0,25778.0,75915.0,16592.0,51753.0,9426.0,4011.0
2021-03-28,9256.0,10300.0,25874.0,75959.0,16607.0,51884.0,9496.0,4018.0
2021-03-29,9275.0,10305.0,26036.0,76139.0,16620.0,51932.0,9542.0,4024.0
2021-03-30,9308.0,10322.0,26222.0,76389.0,16657.0,52392.0,9624.0,4040.0
2021-03-31,9339.0,10337.0,26421.0,76589.0,16689.0,53045.0,9719.0,4047.0
2021-04-01,9368.0,10350.0,26586.0,76823.0,16713.0,53665.0,9790.0,4054.0
2021-04-02,9397.0,10351.0,26765.0,76940.0,16733.0,54165.0,9877.0,4063.0
2021-04-03,9434.0,10351.0,26867.0,77010.0,16766.0,54737.0,9948.0,4068.0
2021-04-04,9449.0,10353.0,26945.0,77060.0,16790.0,54941.0,10025.0,4075.0
2021-04-05,9482.0,10377.0,27057.0,77136.0,16801.0,55005.0,10094.0,4082.0
2021-04-06,9517.0,10403.0,27169.0,77245.0,16826.0,55065.0,10094.0,4089.0
2021-04-07,9546.0,10432.0,27329.0,77755.0,16850.0,55703.0,10243.0,4092.0
2021-04-08,9586.0,10445.0,27466.0,78049.0,16873.0,56659.0,10322.0,4097.0
2021-04-09,9624.0,10450.0,27617.0,78295.0,16915.0,57427.0,10411.0,4100.0
2021-04-10,9662.0,10452.0,27734.0,78402.0,16939.0,58176.0,10487.0,4112.0
2021-04-11,9687.0,10453.0,27808.0,78500.0,16959.0,58421.0,10565.0,4119.0
2021-04-12,9706.0,10466.0,27918.0,78796.0,16981.0,58481.0,10630.0,4126.0
2021-04-13,9748.0,10472.0,28038.0,79137.0,17018.0,59126.0,10716.0,4130.0
2021-04-14,9779.0,10488.0,28124.0,79427.0,17048.0,59930.0,10798.0,4135.0
2021-04-15,9813.0,10498.0,28229.0,79672.0,17063.0,60612.0,10877.0,4142.0
2021-04-16,9843.0,10505.0,28317.0,79894.0,17080.0,61208.0,10970.0,4147.0
2021-04-17,9870.0,10505.0,28396.0,79971.0,17114.0,61825.0,11043.0,4153.0
2021-04-18,9898.0,10508.0,28426.0,80052.0,17127.0,62032.0,11106.0,4159.0
2021-04-19,9922.0,10521.0,28532.0,80353.0,17150.0,62133.0,11172.0,4167.0
2021-04-20,9959.0,10532.0,28640.0,80680.0,17179.0,62734.0,11244.0,4172.0
2021-04-21,9997.0,10546.0,28711.0,80938.0,17202.0,63473.0,11304.0,4176.0
2021-04-22,10026.0,10555.0,28787.0,81203.0,17226.0,64168.0,11357.0,4187.0
2021-04-23,10055.0,10566.0,28863.0,81492.0,17245.0,64707.0,11405.0,4195.0
2021-04-24,10070.0,10594.0,28920.0,81610.0,17269.0,65222.0,11458.0,4203.0
2021-04-25,10087.0,10570.0,28962.0,81671.0,17281.0,65415.0,11495.0,4208.0
2021-04-26,10098.0,10583.0,29002.0,82009.0,17295.0,65437.0,11531.0,4214.0
2021-04-27,10126.0,10591.0,29075.0,82325.0,17328.0,65897.0,11572.0,4221.0
2021-04-28,10152.0,10617.0,29141.0,82588.0,17339.0,66533.0,11611.0,4236.0
