8/15/20,13460,8780,4680
8/16/20,13494,8790,4704
8/17/20,13594,8844,4750
8/18/20,13817,8989,4828
8/19/20,14004,9092,4912
8/20/20,14137,9169,4968
8/21/20,14342,9297,5045
8/22/20,14503,9432,5071
8/23/20,14522,9441,5081
8/24/20,14635,9502,5133
8/25/20,14807,9592,5215
8/26/20,14953,9693,5260
8/27/20,15117,9796,5321
8/28/20,15285,9874,5411
8/29/20,15358,9942,5416
8/30/20,15394,9959,5435
8/31/20,15489,9989,5500
9/1/20,15634,10063,5571
9/2/20,15828,10176,5652
9/3/20,16005,10271,5734
9/4/20,16167,10359,5808
9/5/20,16232,10415,5817
9/6/20,16256,10425,5831
9/7/20,16293,10450,5843
9/8/20,16380,10474,5906
9/9/20,16555,10596,5959
9/10/20,16668,10676,5992
9/11/20,16844,10771,6073
9/12/20,16917,10831,6086
9/13/20,16974,10866,6108
9/14/20,17064,10914,6150
9/15/20,17232,10992,6240
9/16/20,17350,11061,6289
9/17/20,17451,11102,6349
9/18/20,17566,11162,6404
9/19/20,17680,11261,6419
9/20/20,17676,11249,6427
9/21/20,17738,11274,6464
9/22/20,17907,11350,6557
9/23/20,18026,11411,6615
9/24/20,18104,11463,6641
9/25/20,18271,11553,6718
9/26/20,18333,11584,6749
9/27/20,18353,11597,6756
9/28/20,18389,11615,6774
9/29/20,18564,11728,6836
9/30/20,18680,11794,6886
10/1/20,18777,11849,6928
10/2/20,18879,11896,6983
10/3/20,18932,11929,7003
10/4/20,18961,11939,7022
10/5/20,19006,11955,7051
10/6/20,19093,11997,7096
10/7/20,19217,12044,7173
10/8/20,19301,12091,7210
10/9/20,19390,12143,7247
10/10/20,19457,12202,7255
10/11/20,19470,12208,7262
10/12/20,19486,12211,7275
10/13/20,19566,12247,7319
10/14/20,19680,12313,7367
10/15/20,19783,12378,7405
10/16/20,19859,12414,7445
10/17/20,19901,12444,7457
10/18/20,19940,12483,7457
10/19/20,19974,12488,7486
10/20/20,20083,12540,7543
10/21/20,20211,12631,7580
10/22/20,20302,12670,7632
10/23/20,20363,12697,7666
10/24/20,20395,12719,7676
10/25/20,20408,12728,7680
10/26/20,20483,12754,7729
10/27/20,20581,12812,7769
10/28/20,20668,12845,7823
10/29/20,20704,12859,7845
10/30/20,20772,12898,7874
10/31/20,20819,12929,7890
11/1/20,20830,12933,7897
11/2/20,20878,12942,7936
11/3/20,20959,12976,7983
11/4/20,21051,13022,8029
11/5/20,21118,13060,8058
11/6/20,21207,13094,8113
11/7/20,21245,13112,8133
11/8/20,21257,13120,8137
11/9/20,21350,13162,8188
11/10/20,21408,13179,8229
11/11/20,21450,13197,8253
11/12/20,21508,13217,8291
