date,0,Multnomah,Sacramento,1,2,San Diego,Anchorage,Honolulu
2021-03-08,2628.0,554.0,1521.0,4989.0,34276.0,3390.0,158.0,353.0
2021-03-09,2636.0,554.0,1525.0,5004.0,34433.0,3405.0,158.0,353.0
2021-03-10,2649.0,556.0,1531.0,5024.0,34607.0,3413.0,158.0,356.0
2021-03-11,2656.0,556.0,1537.0,5045.0,34766.0,3422.0,158.0,356.0
2021-03-12,2661.0,557.0,1541.0,5079.0,34882.0,3422.0,159.0,357.0
2021-03-13,2661.0,557.0,1541.0,5116.0,35693.0,3444.0,159.0,358.0
2021-03-14,2661.0,557.0,1541.0,5126.0,35807.0,3452.0,159.0,359.0
2021-03-15,2664.0,558.0,1548.0,5136.0,35874.0,3452.0,159.0,359.0
2021-03-16,2670.0,558.0,1551.0,5149.0,35954.0,3462.0,159.0,359.0
2021-03-17,2673.0,561.0,1559.0,5180.0,36112.0,3470.0,159.0,359.0
2021-03-18,2685.0,561.0,1565.0,5207.0,36272.0,3478.0,160.0,359.0
2021-03-19,2689.0,564.0,1576.0,5230.0,36394.0,3491.0,160.0,359.0
2021-03-20,2689.0,564.0,1576.0,5219.0,36475.0,3492.0,160.0,360.0
2021-03-21,2689.0,564.0,1576.0,5221.0,36553.0,3494.0,160.0,361.0
2021-03-22,2692.0,565.0,1582.0,5240.0,36627.0,3494.0,160.0,361.0
2021-03-23,2695.0,566.0,1586.0,5250.0,36734.0,3498.0,161.0,361.0
2021-03-24,2703.0,565.0,1590.0,5271.0,36891.0,3509.0,161.0,363.0
2021-03-25,2714.0,565.0,1593.0,5307.0,37035.0,3520.0,161.0,364.0
2021-03-26,2712.0,565.0,1599.0,5321.0,37178.0,3525.0,161.0,364.0
2021-03-27,2712.0,565.0,1599.0,5331.0,37296.0,3540.0,161.0,365.0
2021-03-28,2712.0,565.0,1599.0,5340.0,37370.0,3547.0,161.0,365.0
2021-03-29,2717.0,567.0,1602.0,5346.0,37404.0,3547.0,161.0,365.0
2021-03-30,2721.0,567.0,1603.0,5350.0,37456.0,3555.0,161.0,365.0
2021-03-31,2723.0,567.0,1603.0,5375.0,37526.0,3555.0,161.0,366.0
2021-04-01,2732.0,567.0,1610.0,5377.0,37623.0,3555.0,161.0,366.0
2021-04-02,2738.0,568.0,1613.0,5408.0,37748.0,3568.0,161.0,366.0
2021-04-03,2738.0,568.0,1613.0,5411.0,37807.0,3571.0,161.0,369.0
2021-04-04,2738.0,568.0,1613.0,5413.0,37839.0,3583.0,161.0,369.0
2021-04-05,2747.0,567.0,1617.0,5424.0,37871.0,3583.0,161.0,369.0
2021-04-06,2751.0,567.0,1620.0,5438.0,37915.0,3585.0,161.0,369.0
2021-04-07,2755.0,572.0,1627.0,5441.0,37990.0,3588.0,161.0,369.0
2021-04-08,2760.0,572.0,1638.0,5457.0,38075.0,3592.0,161.0,370.0
2021-04-09,2765.0,572.0,1638.0,5485.0,38173.0,3600.0,161.0,370.0
2021-04-10,2765.0,572.0,1638.0,5498.0,38236.0,3600.0,161.0,370.0
2021-04-11,2765.0,572.0,1638.0,5504.0,38292.0,3621.0,161.0,370.0
2021-04-12,2770.0,575.0,1640.0,5507.0,38316.0,3621.0,162.0,370.0
2021-04-13,2776.0,575.0,1644.0,5513.0,38341.0,3621.0,162.0,370.0
2021-04-14,2784.0,576.0,1644.0,5543.0,38442.0,3648.0,162.0,370.0
2021-04-15,2786.0,576.0,1645.0,5560.0,38487.0,3653.0,169.0,370.0
2021-04-16,2792.0,576.0,1646.0,5573.0,38556.0,3662.0,169.0,370.0
2021-04-17,2792.0,576.0,1646.0,5576.0,38593.0,3674.0,169.0,370.0
2021-04-18,2792.0,576.0,1646.0,5582.0,38629.0,3674.0,169.0,370.0
