date,California,Florida,Illinois,Indiana,Maryland,Massachusetts,Nevada,New York,North Carolina,Oregon,Pennsylvania,Washington,CAN,GBR,ITA,0
2020-04-06,16361.0,13621.0,12262.0,4986.0,4045.0,13837.0,1971.0,133389.0,2870.0,1132.0,13075.0,8385.0,16563.0,66738.0,132547.0,10949.0
2020-04-07,17540.0,14739.0,13549.0,5544.0,4371.0,15202.0,2101.0,141703.0,3220.0,1181.0,14582.0,8683.0,17872.0,72224.0,135586.0,11758.0
2020-04-08,19043.0,15690.0,15078.0,5986.0,5529.0,16790.0,2318.0,151271.0,3423.0,1239.0,16414.0,9098.0,19141.0,77387.0,139422.0,12873.0
2020-04-09,20191.0,16819.0,16422.0,6400.0,6185.0,18941.0,2456.0,162036.0,3651.0,1321.0,18379.0,9609.0,20654.0,82293.0,143626.0,13701.0
2020-04-10,21366.0,17960.0,17887.0,6960.0,6968.0,20974.0,2606.0,172830.0,3906.0,1371.0,20128.0,9888.0,22059.0,86660.0,147577.0,14531.0
2020-04-11,22421.0,18978.0,19180.0,7494.0,7694.0,22860.0,2720.0,182990.0,4310.0,1447.0,21774.0,10227.0,23316.0,90273.0,152271.0,15235.0
2020-04-12,23323.0,19855.0,20852.0,7990.0,8225.0,25475.0,2860.0,191425.0,4520.0,1527.0,22955.0,10414.0,24299.0,93812.0,156363.0,15957.0
2020-04-13,24334.0,21011.0,22025.0,8300.0,8936.0,26867.0,3036.0,197973.0,4788.0,1584.0,24295.0,10547.0,25680.0,98017.0,159516.0,16537.0
2020-04-14,25758.0,21620.0,23247.0,8598.0,9472.0,28163.0,3137.0,205375.0,4992.0,1633.0,25591.0,10711.0,27035.0,102365.0,162488.0,17638.0
2020-04-15,27107.0,22526.0,24593.0,9030.0,10096.0,29918.0,3212.0,217130.0,5123.0,1663.0,26804.0,10806.0,28209.0,107465.0,165155.0,18488.0
2020-04-16,28142.0,23332.0,25734.0,9619.0,10851.0,32181.0,3321.0,225761.0,5463.0,1736.0,28314.0,11180.0,30809.0,112808.0,168941.0,19221.0
2020-04-17,29398.0,24745.0,27575.0,10235.0,11641.0,34402.0,3524.0,233293.0,5859.0,1785.0,30121.0,11479.0,32814.0,117798.0,172434.0,20207.0
2020-04-18,30829.0,25484.0,29160.0,10730.0,12379.0,36372.0,3626.0,240542.0,6140.0,1844.0,31742.0,11850.0,34356.0,122534.0,175925.0,21317.0
2020-04-19,31544.0,26306.0,30357.0,11301.0,12892.0,38077.0,3710.0,246741.0,6493.0,1910.0,32992.0,11864.0,35633.0,126394.0,178972.0,21894.0
2020-04-20,33862.0,27050.0,31508.0,11784.0,13750.0,39643.0,3830.0,251608.0,6764.0,1956.0,34005.0,12255.0,37658.0,131260.0,181228.0,23849.0
2020-04-21,35844.0,27861.0,33059.0,12214.0,14261.0,41199.0,3937.0,255932.0,6951.0,2002.0,35384.0,12410.0,39402.0,136035.0,183957.0,25586.0
2020-04-22,37573.0,28301.0,35108.0,12575.0,14842.0,42944.0,4081.0,261591.0,7220.0,2059.0,36763.0,12606.0,41663.0,141540.0,187327.0,27170.0
2020-04-23,39534.0,29640.0,36935.0,13196.0,15805.0,46023.0,4208.0,267932.0,7608.0,2127.0,38334.0,12981.0,43299.0,146708.0,189973.0,28770.0
2020-04-24,41368.0,30525.0,39658.0,13848.0,16693.0,50969.0,4398.0,276218.0,8052.0,2177.0,40298.0,13197.0,44919.0,151689.0,192994.0,30291.0
2020-04-25,42590.0,30831.0,41777.0,14567.0,17844.0,53348.0,4539.0,286901.0,8548.0,2253.0,41626.0,13565.0,46371.0,155453.0,195351.0,31282.0
2020-04-26,43691.0,31520.0,43903.0,15187.0,18664.0,54938.0,4638.0,292914.0,8830.0,2311.0,42709.0,13744.0,48033.0,158926.0,197675.0,32153.0
2020-04-27,45208.0,32130.0,45883.0,16137.0,19574.0,56462.0,4708.0,296991.0,9035.0,2354.0,43728.0,13958.0,49616.0,163630.0,199414.0,33369.0
