date,DNK,EST,FIN,HUN,LTU,LVA,NOR,SWE
2020-03-26,2023.0,538.0,958.0,261.0,263.0,244.0,3369.0,2998.0
2020-03-27,2200.0,575.0,1041.0,300.0,292.0,280.0,3755.0,3363.0
2020-03-28,2366.0,645.0,1167.0,343.0,339.0,305.0,4015.0,3663.0
2020-03-29,2564.0,679.0,1240.0,408.0,378.0,347.0,4284.0,3943.0
2020-03-30,2755.0,715.0,1352.0,447.0,424.0,376.0,4445.0,4359.0
2020-03-31,3039.0,745.0,1418.0,492.0,468.0,398.0,4641.0,4834.0
2020-04-01,3290.0,779.0,1446.0,525.0,512.0,446.0,4863.0,5320.0
2020-04-02,3573.0,858.0,1518.0,585.0,579.0,458.0,5147.0,5874.0
2020-04-03,3946.0,961.0,1615.0,623.0,631.0,493.0,5370.0,6475.0
2020-04-04,4269.0,1039.0,1882.0,678.0,683.0,509.0,5550.0,6832.0
2020-04-05,4561.0,1097.0,1927.0,733.0,716.0,533.0,5687.0,7172.0
2020-04-06,4875.0,1108.0,2176.0,744.0,750.0,542.0,5865.0,7561.0
2020-04-07,5266.0,1149.0,2308.0,817.0,783.0,548.0,6086.0,8299.0
2020-04-08,5597.0,1185.0,2487.0,895.0,821.0,577.0,6086.0,8954.0
2020-04-09,5830.0,1207.0,2605.0,980.0,858.0,589.0,6211.0,9599.0
2020-04-10,6014.0,1258.0,2769.0,1190.0,896.0,612.0,6314.0,10053.0
2020-04-11,6191.0,1304.0,2905.0,1310.0,926.0,630.0,6409.0,10448.0
2020-04-12,6369.0,1309.0,2974.0,1410.0,952.0,651.0,6525.0,10912.0
2020-04-13,6513.0,1332.0,3064.0,1458.0,970.0,655.0,6603.0,11349.0
2020-04-14,6706.0,1373.0,3161.0,1512.0,977.0,657.0,6623.0,11828.0
2020-04-15,6876.0,1400.0,3237.0,1579.0,995.0,666.0,6740.0,12432.0
2020-04-16,7074.0,1434.0,3369.0,1652.0,1022.0,675.0,6896.0,13055.0
2020-04-17,7268.0,1459.0,3489.0,1763.0,1050.0,682.0,6937.0,13743.0
2020-04-18,7437.0,1512.0,3681.0,1834.0,1091.0,712.0,7036.0,14275.0
2020-04-19,7580.0,1528.0,3783.0,1916.0,1153.0,727.0,7078.0,14663.0
2020-04-20,7711.0,1535.0,3868.0,1984.0,1173.0,739.0,7156.0,15124.0
2020-04-21,7891.0,1552.0,4014.0,2098.0,1226.0,748.0,7191.0,15831.0
2020-04-22,8108.0,1559.0,4129.0,2168.0,1250.0,761.0,7338.0,16553.0
2020-04-23,8271.0,1592.0,4284.0,2284.0,1272.0,778.0,7401.0,17311.0
2020-04-24,8408.0,1605.0,4395.0,2443.0,1291.0,784.0,7463.0,18090.0
2020-04-25,8643.0,1635.0,4475.0,2443.0,1301.0,804.0,7499.0,18563.0
2020-04-26,8773.0,1643.0,4576.0,2500.0,1316.0,812.0,7527.0,18863.0
2020-04-27,8896.0,1647.0,4695.0,2583.0,1328.0,818.0,7599.0,19426.0
2020-04-28,9049.0,1660.0,4740.0,2649.0,1337.0,836.0,7660.0,20168.0
2020-04-29,9206.0,1666.0,4906.0,2727.0,1364.0,849.0,7710.0,20966.0
2020-04-30,9356.0,1689.0,4995.0,2775.0,1375.0,858.0,7738.0,21601.0
2020-05-01,9509.0,1694.0,5051.0,2863.0,1389.0,870.0,7783.0,22133.0
2020-05-02,9605.0,1699.0,5176.0,2942.0,1394.0,871.0,7809.0,22432.0
2020-05-03,9721.0,1700.0,5254.0,2998.0,1399.0,879.0,7847.0,22693.0
2020-05-04,9868.0,1703.0,5327.0,3035.0,1407.0,896.0,7904.0,23169.0
2020-05-05,10019.0,1711.0,5412.0,3065.0,1410.0,896.0,7955.0,23826.0
2020-05-06,10136.0,1713.0,5573.0,3111.0,1416.0,900.0,7996.0,24572.0
2020-05-07,10281.0,1720.0,5673.0,3150.0,1421.0,909.0,8034.0,25359.0
2020-05-08,10416.0,1725.0,5738.0,3178.0,1430.0,928.0,8070.0,26059.0
2020-05-09,10517.0,1733.0,5880.0,3213.0,1459.0,930.0,8099.0,26568.0
2020-05-10,10627.0,1739.0,5962.0,3263.0,1471.0,939.0,8105.0,26846.0
2020-05-11,10711.0,1741.0,5984.0,3284.0,1479.0,946.0,8132.0,27301.0
2020-05-12,10789.0,1746.0,6003.0,3313.0,1488.0,950.0,8157.0,28055.0
2020-05-13,10865.0,1751.0,6054.0,3341.0,1502.0,951.0,8175.0,28755.0
2020-05-14,10911.0,1758.0,6145.0,3380.0,1511.0,962.0,8196.0,29415.0
2020-05-15,10989.0,1766.0,6228.0,3417.0,1521.0,970.0,8219.0,30103.0
2020-05-16,11056.0,1770.0,6286.0,3473.0,1536.0,997.0,8237.0,30461.0
2020-05-17,11125.0,1774.0,6347.0,3509.0,1545.0,1008.0,8249.0,30720.0
2020-05-18,11166.0,1784.0,6380.0,3535.0,1551.0,1009.0,8257.0,31151.0
2020-05-19,11242.0,1791.0,6399.0,3556.0,1559.0,1012.0,8267.0,31818.0
2020-05-20,11315.0,1794.0,6443.0,3598.0,1580.0,1016.0,8281.0,32626.0
2020-05-21,11380.0,1800.0,6493.0,3641.0,1592.0,1025.0,8309.0,33236.0
2020-05-22,11428.0,1807.0,6537.0,3678.0,1598.0,1030.0,8332.0,33768.0
2020-05-23,11487.0,1821.0,6568.0,3713.0,1612.0,1046.0,8346.0,34171.0
2020-05-24,11559.0,1823.0,6579.0,3741.0,1618.0,1047.0,8352.0,34381.0
2020-05-25,11586.0,1824.0,6599.0,3756.0,1628.0,1049.0,8364.0,34871.0
2020-05-26,11627.0,1834.0,6628.0,3771.0,1632.0,1053.0,8383.0,35617.0
2020-05-27,11680.0,1840.0,6692.0,3793.0,1640.0,1057.0,8401.0,36417.0
2020-05-28,11712.0,1851.0,6743.0,3816.0,1649.0,1061.0,8411.0,37191.0
2020-05-29,11793.0,1859.0,6776.0,3841.0,1654.0,1064.0,8422.0,37964.0
2020-05-30,11833.0,1865.0,6826.0,3867.0,1662.0,1065.0,8437.0,38396.0
2020-05-31,11869.0,1869.0,6859.0,3876.0,1667.0,1066.0,8440.0,38661.0
2020-06-01,11899.0,1870.0,6885.0,3892.0,1671.0,1066.0,8446.0,39309.0
2020-06-02,11934.0,1870.0,6887.0,3921.0,1676.0,1071.0,8455.0,40210.0
2020-06-03,11971.0,1880.0,6911.0,3931.0,1679.0,1079.0,8477.0,41256.0
2020-06-04,12011.0,1890.0,6911.0,3954.0,1684.0,1082.0,8504.0,42295.0
2020-06-05,12075.0,1910.0,6941.0,3970.0,1689.0,1085.0,8522.0,43441.0
2020-06-06,12124.0,1931.0,6964.0,3990.0,1700.0,1086.0,8531.0,44224.0
2020-06-07,12148.0,1939.0,6981.0,4008.0,1709.0,1088.0,8547.0,44686.0
2020-06-08,12162.0,1940.0,7001.0,4014.0,1716.0,1088.0,8561.0,45363.0
2020-06-09,12201.0,1947.0,7025.0,4017.0,1722.0,1089.0,8576.0,46299.0
2020-06-10,12216.0,1958.0,7040.0,4027.0,1728.0,1092.0,8594.0,47736.0
2020-06-11,12235.0,1965.0,7064.0,4039.0,1747.0,1094.0,8608.0,49030.0
2020-06-12,12299.0,1970.0,7073.0,4053.0,1751.0,1096.0,8620.0,50367.0
2020-06-13,12339.0,1973.0,7087.0,4064.0,1758.0,1097.0,8628.0,51409.0
2020-06-14,12393.0,1973.0,7104.0,4069.0,1763.0,1097.0,8631.0,51827.0
2020-06-15,12417.0,1974.0,7108.0,4076.0,1768.0,1097.0,8647.0,52511.0
2020-06-16,12450.0,1975.0,7112.0,4077.0,1771.0,1098.0,8660.0,53729.0
2020-06-17,12494.0,1977.0,7117.0,4078.0,1773.0,1104.0,8692.0,55186.0
2020-06-18,12544.0,1977.0,7119.0,4079.0,1779.0,1108.0,8708.0,56682.0
2020-06-19,12591.0,1979.0,7133.0,4081.0,1787.0,1110.0,8726.0,57895.0
2020-06-20,12591.0,1981.0,7142.0,4086.0,1790.0,1111.0,8742.0,58597.0
2020-06-21,12591.0,1981.0,7143.0,4094.0,1793.0,1111.0,8745.0,58918.0
2020-06-22,12727.0,1981.0,7144.0,4102.0,1796.0,1111.0,8751.0,59718.0
2020-06-23,12761.0,1982.0,7155.0,4107.0,1798.0,1111.0,8772.0,61030.0
2020-06-24,12815.0,1983.0,7167.0,4114.0,1799.0,1111.0,8788.0,62728.0
2020-06-25,12836.0,1984.0,7172.0,4123.0,1801.0,1111.0,8788.0,64009.0
2020-06-26,12875.0,1986.0,7191.0,4127.0,1803.0,1112.0,8832.0,65212.0
2020-06-27,12875.0,1986.0,7198.0,4138.0,1808.0,1115.0,8846.0,65972.0
2020-06-28,12875.0,1987.0,7198.0,4142.0,1810.0,1116.0,8855.0,66392.0
2020-06-29,12951.0,1987.0,7209.0,4145.0,1811.0,1117.0,8862.0,67119.0
2020-06-30,12968.0,1989.0,7214.0,4155.0,1812.0,1118.0,8879.0,67924.0
2020-07-01,12994.0,1989.0,7236.0,4157.0,1813.0,1121.0,8896.0,68608.0
2020-07-02,13015.0,1990.0,7241.0,4166.0,1820.0,1122.0,8902.0,69297.0
2020-07-03,13032.0,1991.0,7242.0,4172.0,1823.0,1122.0,8921.0,69996.0
2020-07-04,13032.0,1993.0,7248.0,4174.0,1826.0,1123.0,8926.0,70366.0
2020-07-05,13033.0,1993.0,7253.0,4183.0,1831.0,1124.0,8930.0,70681.0
