date,Marion,Cook,Milwaukee,Hennepin,St. Louis,Jackson,Harris,Dallas
2021-03-23,1751.0,10153.0,1292.0,1634.0,2075.0,406.0,5645.0,3783.0
2021-03-24,1755.0,10156.0,1298.0,1638.0,2079.0,406.0,5677.0,3793.0
2021-03-25,1755.0,10166.0,1299.0,1640.0,2081.0,406.0,5701.0,3804.0
2021-03-26,1756.0,10177.0,1300.0,1642.0,2082.0,406.0,5727.0,3821.0
2021-03-27,1757.0,10183.0,1300.0,1643.0,2082.0,406.0,5747.0,3826.0
2021-03-28,1757.0,10190.0,1300.0,1644.0,2082.0,406.0,5758.0,3836.0
2021-03-29,1757.0,10191.0,1301.0,1646.0,2082.0,406.0,5759.0,3838.0
2021-03-30,1759.0,10200.0,1301.0,1646.0,2097.0,407.0,5778.0,3849.0
2021-03-31,1758.0,10220.0,1303.0,1646.0,2099.0,407.0,5803.0,3864.0
2021-04-01,1761.0,10227.0,1306.0,1647.0,2102.0,407.0,5826.0,3869.0
2021-04-02,1763.0,10242.0,1307.0,1648.0,2102.0,408.0,5857.0,3881.0
2021-04-03,1763.0,10248.0,1308.0,1652.0,2103.0,409.0,5877.0,3885.0
2021-04-04,1763.0,10257.0,1308.0,1652.0,2103.0,409.0,5880.0,3886.0
2021-04-05,1763.0,10263.0,1308.0,1654.0,2103.0,409.0,5880.0,3886.0
2021-04-06,1763.0,10264.0,1309.0,1655.0,2105.0,409.0,5888.0,3894.0
2021-04-07,1764.0,10271.0,1310.0,1660.0,2106.0,409.0,5908.0,3896.0
2021-04-08,1765.0,10297.0,1311.0,1664.0,2106.0,409.0,5930.0,3899.0
2021-04-09,1768.0,10301.0,1313.0,1667.0,2106.0,409.0,5955.0,3908.0
2021-04-10,1769.0,10306.0,1314.0,1667.0,2108.0,409.0,5973.0,3911.0
2021-04-11,1769.0,10310.0,1315.0,1671.0,2108.0,409.0,5975.0,3914.0
2021-04-12,1769.0,10326.0,1316.0,1672.0,2110.0,409.0,5976.0,3914.0
2021-04-13,1772.0,10331.0,1318.0,1672.0,2117.0,413.0,5990.0,3914.0
2021-04-14,1779.0,10347.0,1318.0,1672.0,2139.0,412.0,6004.0,3919.0
2021-04-15,1780.0,10357.0,1318.0,1675.0,2141.0,411.0,6024.0,3922.0
2021-04-16,1782.0,10362.0,1320.0,1676.0,2142.0,412.0,6047.0,3926.0
2021-04-17,1783.0,10374.0,1322.0,1679.0,2145.0,412.0,6059.0,3933.0
2021-04-18,1786.0,10379.0,1322.0,1682.0,2145.0,412.0,6072.0,3937.0
