date,BGR,BIH,CYP,GRC,HRV,MLT,ROU,SRB
2020-03-26,264.0,191.0,146.0,892.0,495.0,134.0,1029.0,384.0
2020-03-27,293.0,237.0,162.0,966.0,586.0,139.0,1292.0,457.0
2020-03-28,331.0,258.0,179.0,1061.0,657.0,149.0,1452.0,659.0
2020-03-29,346.0,323.0,214.0,1156.0,713.0,151.0,1815.0,741.0
2020-03-30,359.0,368.0,230.0,1212.0,790.0,156.0,2109.0,785.0
2020-03-31,399.0,420.0,262.0,1314.0,867.0,169.0,2245.0,900.0
2020-04-01,422.0,459.0,320.0,1415.0,963.0,188.0,2460.0,1060.0
2020-04-02,457.0,533.0,356.0,1544.0,1011.0,196.0,2738.0,1171.0
2020-04-03,485.0,579.0,396.0,1613.0,1079.0,202.0,3183.0,1476.0
2020-04-04,503.0,624.0,426.0,1673.0,1126.0,213.0,3613.0,1624.0
2020-04-05,531.0,654.0,446.0,1735.0,1182.0,227.0,3864.0,1908.0
2020-04-06,549.0,674.0,465.0,1755.0,1222.0,241.0,4057.0,2200.0
2020-04-07,577.0,764.0,494.0,1832.0,1282.0,293.0,4417.0,2447.0
2020-04-08,593.0,804.0,526.0,1884.0,1343.0,299.0,4761.0,2666.0
2020-04-09,618.0,858.0,564.0,1955.0,1407.0,337.0,5202.0,2867.0
2020-04-10,635.0,901.0,595.0,2011.0,1495.0,350.0,5467.0,3105.0
2020-04-11,661.0,946.0,616.0,2081.0,1534.0,370.0,5990.0,3380.0
2020-04-12,675.0,1009.0,633.0,2114.0,1600.0,378.0,6300.0,3630.0
2020-04-13,685.0,1037.0,662.0,2145.0,1650.0,384.0,6633.0,4054.0
2020-04-14,713.0,1083.0,695.0,2170.0,1704.0,393.0,6879.0,4465.0
2020-04-15,747.0,1110.0,715.0,2192.0,1741.0,399.0,7216.0,4873.0
2020-04-16,800.0,1167.0,735.0,2207.0,1791.0,412.0,7707.0,5318.0
2020-04-17,846.0,1214.0,750.0,2224.0,1814.0,422.0,8067.0,5690.0
2020-04-18,878.0,1268.0,761.0,2235.0,1832.0,426.0,8418.0,5994.0
2020-04-19,894.0,1285.0,767.0,2235.0,1871.0,427.0,8746.0,6318.0
2020-04-20,929.0,1309.0,772.0,2245.0,1881.0,431.0,8936.0,6630.0
2020-04-21,975.0,1342.0,784.0,2401.0,1908.0,443.0,9242.0,6890.0
2020-04-22,1024.0,1368.0,790.0,2408.0,1950.0,444.0,9710.0,7144.0
2020-04-23,1097.0,1413.0,795.0,2463.0,1981.0,445.0,10096.0,7276.0
2020-04-24,1234.0,1421.0,804.0,2490.0,2009.0,447.0,10417.0,7483.0
2020-04-25,1247.0,1486.0,810.0,2506.0,2016.0,448.0,10635.0,7779.0
2020-04-26,1300.0,1516.0,817.0,2517.0,2030.0,448.0,11036.0,8042.0
2020-04-27,1363.0,1565.0,822.0,2534.0,2039.0,450.0,11339.0,8275.0
2020-04-28,1399.0,1585.0,837.0,2566.0,2047.0,458.0,11616.0,8497.0
2020-04-29,1447.0,1677.0,843.0,2576.0,2062.0,463.0,11978.0,8724.0
2020-04-30,1506.0,1757.0,850.0,2591.0,2076.0,465.0,12240.0,9009.0
2020-05-01,1555.0,1781.0,857.0,2612.0,2085.0,467.0,12567.0,9009.0
2020-05-02,1594.0,1839.0,864.0,2620.0,2088.0,468.0,12732.0,9362.0
2020-05-03,1618.0,1857.0,872.0,2626.0,2096.0,477.0,13163.0,9464.0
2020-05-04,1652.0,1926.0,874.0,2632.0,2101.0,480.0,13512.0,9557.0
2020-05-05,1704.0,1946.0,878.0,2642.0,2112.0,482.0,13837.0,9677.0
2020-05-06,1778.0,1987.0,883.0,2663.0,2119.0,484.0,14107.0,9791.0
2020-05-07,1829.0,2027.0,889.0,2678.0,2125.0,486.0,14499.0,9848.0
2020-05-08,1872.0,2070.0,891.0,2691.0,2161.0,489.0,14811.0,9943.0
2020-05-09,1921.0,2090.0,892.0,2710.0,2176.0,490.0,15131.0,10032.0
2020-05-10,1965.0,2117.0,898.0,2716.0,2187.0,496.0,15362.0,10032.0
2020-05-11,1990.0,2141.0,901.0,2726.0,2196.0,503.0,15588.0,10176.0
2020-05-12,2023.0,2158.0,903.0,2744.0,2207.0,506.0,15778.0,10243.0
2020-05-13,2069.0,2181.0,905.0,2760.0,2213.0,508.0,16002.0,10295.0
2020-05-14,2100.0,2218.0,907.0,2770.0,2221.0,522.0,16247.0,10374.0
2020-05-15,2138.0,2236.0,910.0,2810.0,2222.0,532.0,16437.0,10438.0
2020-05-16,2175.0,2267.0,914.0,2819.0,2224.0,546.0,16704.0,10496.0
2020-05-17,2211.0,2290.0,916.0,2834.0,2226.0,553.0,16871.0,10610.0
2020-05-18,2235.0,2304.0,917.0,2836.0,2228.0,558.0,17036.0,10699.0
2020-05-19,2259.0,2321.0,918.0,2840.0,2232.0,569.0,17191.0,10733.0
2020-05-20,2292.0,2338.0,922.0,2850.0,2234.0,584.0,17387.0,10833.0
2020-05-21,2331.0,2350.0,923.0,2853.0,2237.0,599.0,17585.0,10919.0
2020-05-22,2372.0,2372.0,927.0,2874.0,2243.0,600.0,17712.0,11024.0
2020-05-23,2408.0,2391.0,927.0,2876.0,2243.0,609.0,17857.0,11092.0
2020-05-24,2427.0,2401.0,935.0,2878.0,2244.0,610.0,18070.0,11159.0
2020-05-25,2433.0,2406.0,937.0,2882.0,2244.0,611.0,18283.0,11193.0
2020-05-26,2443.0,2416.0,939.0,2892.0,2244.0,611.0,18429.0,11227.0
2020-05-27,2460.0,2435.0,939.0,2903.0,2244.0,612.0,18594.0,11275.0
2020-05-28,2477.0,2462.0,941.0,2906.0,2245.0,616.0,18791.0,11300.0
2020-05-29,2485.0,2485.0,942.0,2909.0,2245.0,616.0,18982.0,11354.0
2020-05-30,2499.0,2494.0,944.0,2915.0,2246.0,618.0,19133.0,11381.0
2020-05-31,2513.0,2510.0,944.0,2917.0,2246.0,618.0,19257.0,11412.0
2020-06-01,2519.0,2524.0,949.0,2918.0,2246.0,619.0,19398.0,11430.0
2020-06-02,2538.0,2535.0,952.0,2937.0,2246.0,620.0,19517.0,11454.0
2020-06-03,2560.0,2551.0,958.0,2937.0,2246.0,622.0,19669.0,11523.0
2020-06-04,2585.0,2594.0,958.0,2952.0,2247.0,622.0,19907.0,11571.0
2020-06-05,2627.0,2606.0,960.0,2967.0,2247.0,625.0,20103.0,11667.0
2020-06-06,2711.0,2606.0,960.0,2980.0,2247.0,627.0,20290.0,11741.0
2020-06-07,2727.0,2606.0,964.0,2997.0,2247.0,629.0,20479.0,11823.0
2020-06-08,2810.0,2704.0,970.0,3049.0,2247.0,630.0,20604.0,11896.0
2020-06-09,2889.0,2728.0,972.0,3058.0,2247.0,632.0,20749.0,11965.0
2020-06-10,2993.0,2775.0,974.0,3068.0,2249.0,635.0,20945.0,12031.0
2020-06-11,3086.0,2832.0,975.0,3088.0,2249.0,640.0,21182.0,12102.0
2020-06-12,3191.0,2893.0,980.0,3108.0,2249.0,645.0,21404.0,12175.0
2020-06-13,3266.0,2893.0,980.0,3112.0,2251.0,646.0,21679.0,12251.0
2020-06-14,3290.0,2893.0,983.0,3121.0,2252.0,649.0,21999.0,12310.0
2020-06-15,3341.0,3040.0,985.0,3134.0,2254.0,650.0,22165.0,12367.0
2020-06-16,3453.0,3085.0,985.0,3148.0,2255.0,656.0,22415.0,12426.0
2020-06-17,3542.0,3141.0,985.0,3203.0,2258.0,662.0,22760.0,12522.0
2020-06-18,3674.0,3174.0,985.0,3227.0,2269.0,663.0,23080.0,12616.0
2020-06-19,3755.0,3273.0,985.0,3237.0,2280.0,663.0,23400.0,12709.0
2020-06-20,3872.0,3273.0,985.0,3256.0,2299.0,664.0,23730.0,12803.0
2020-06-21,3905.0,3273.0,986.0,3266.0,2317.0,665.0,24045.0,12894.0
2020-06-22,3984.0,3525.0,988.0,3287.0,2336.0,665.0,24291.0,12990.0
2020-06-23,4114.0,3588.0,990.0,3302.0,2366.0,665.0,24505.0,13092.0
2020-06-24,4242.0,3676.0,991.0,3310.0,2388.0,665.0,24826.0,13235.0
2020-06-25,4408.0,3796.0,992.0,3321.0,2483.0,668.0,25286.0,13372.0
2020-06-26,4513.0,3935.0,992.0,3343.0,2539.0,670.0,25697.0,13565.0
2020-06-27,4625.0,3935.0,994.0,3366.0,2624.0,670.0,26022.0,13792.0
2020-06-28,4691.0,3935.0,994.0,3376.0,2691.0,670.0,26313.0,14046.0
2020-06-29,4831.0,4325.0,996.0,3390.0,2725.0,670.0,26582.0,14288.0
2020-06-30,4989.0,4453.0,998.0,3409.0,2777.0,670.0,26970.0,14564.0
2020-07-01,5154.0,4606.0,999.0,3432.0,2831.0,671.0,27296.0,14836.0
2020-07-02,5315.0,4788.0,999.0,3458.0,2912.0,671.0,27746.0,15195.0
2020-07-03,5497.0,4962.0,999.0,3486.0,3008.0,672.0,28166.0,15504.0
2020-07-04,5677.0,4962.0,1002.0,3511.0,3094.0,672.0,28582.0,15829.0
2020-07-05,5740.0,4962.0,1003.0,3519.0,3151.0,672.0,28973.0,16131.0
2020-07-06,5914.0,5458.0,1004.0,3562.0,3220.0,672.0,29223.0,16420.0
2020-07-07,6102.0,5621.0,1005.0,3589.0,3272.0,673.0,29620.0,16719.0
2020-07-08,6342.0,5869.0,1008.0,3622.0,3325.0,673.0,30175.0,17076.0
2020-07-09,6672.0,6086.0,1010.0,3672.0,3416.0,674.0,30789.0,17342.0
2020-07-10,6964.0,6402.0,1013.0,3732.0,3532.0,674.0,31381.0,17728.0
2020-07-11,7175.0,6719.0,1014.0,3772.0,3672.0,674.0,32079.0,18073.0
2020-07-12,7252.0,6877.0,1021.0,3803.0,3722.0,674.0,32535.0,18360.0
2020-07-13,7411.0,6981.0,1022.0,3826.0,3775.0,674.0,32948.0,18639.0
