date,Benton,Chelan,Douglas,Franklin,Okanogan,Walla Walla,Whitman,Clallam,Island,Jefferson,Lewis,San Juan,Skagit,Whatcom
2021-02-22,14865.0,6183.0,3208.0,11022.0,2101.0,4686.0,3304.0,970.0,1280.0,333.0,3638.0,121.0,4359.0,6560.0
2021-02-23,14872.0,6202.0,3222.0,11031.0,2099.0,4705.0,3306.0,972.0,1280.0,333.0,3656.0,122.0,4362.0,6583.0
2021-02-24,14906.0,6216.0,3229.0,11061.0,2110.0,4714.0,3306.0,975.0,1285.0,335.0,3662.0,121.0,4381.0,6629.0
2021-02-25,14961.0,6222.0,3236.0,11083.0,2129.0,4720.0,3334.0,979.0,1289.0,335.0,3686.0,121.0,4403.0,6675.0
2021-02-26,14983.0,6228.0,3244.0,11100.0,2138.0,4725.0,3355.0,979.0,1299.0,337.0,3700.0,121.0,4415.0,6718.0
2021-02-27,15009.0,6228.0,3244.0,11113.0,2142.0,4725.0,3355.0,980.0,1305.0,337.0,3714.0,121.0,4430.0,6749.0
2021-02-28,15009.0,6228.0,3244.0,11113.0,2142.0,4725.0,3355.0,980.0,1305.0,337.0,3714.0,121.0,4430.0,6749.0
2021-03-01,15022.0,6229.0,3248.0,11143.0,2147.0,4732.0,3396.0,979.0,1310.0,337.0,3716.0,121.0,4458.0,6794.0
2021-03-02,15071.0,6229.0,3261.0,11156.0,2149.0,4730.0,3403.0,981.0,1318.0,337.0,3732.0,121.0,4468.0,6816.0
2021-03-03,15104.0,6249.0,3265.0,11192.0,2167.0,4730.0,3413.0,984.0,1328.0,337.0,3739.0,121.0,4488.0,6855.0
2021-03-04,15118.0,6257.0,3272.0,11211.0,2175.0,4796.0,3413.0,985.0,1330.0,338.0,3743.0,121.0,4503.0,6886.0
2021-03-05,15145.0,6262.0,3274.0,11229.0,2181.0,4802.0,3434.0,987.0,1353.0,338.0,3751.0,121.0,4519.0,6925.0
2021-03-06,15169.0,6262.0,3274.0,11247.0,2181.0,4802.0,3434.0,988.0,1363.0,338.0,3758.0,121.0,4531.0,6953.0
2021-03-07,15169.0,6262.0,3274.0,11247.0,2181.0,4802.0,3434.0,988.0,1363.0,338.0,3758.0,121.0,4531.0,6953.0
2021-03-08,15208.0,6272.0,3279.0,11268.0,2184.0,4808.0,3466.0,989.0,1377.0,338.0,3767.0,121.0,4555.0,6992.0
2021-03-09,15226.0,6287.0,3290.0,11281.0,2197.0,4811.0,3510.0,994.0,1387.0,338.0,3794.0,121.0,4562.0,7017.0
2021-03-10,15248.0,6293.0,3293.0,11289.0,2203.0,4811.0,3510.0,996.0,1406.0,338.0,3800.0,121.0,4567.0,7044.0
2021-03-11,15265.0,6302.0,3303.0,11318.0,2204.0,4811.0,3510.0,1000.0,1408.0,338.0,3803.0,121.0,4579.0,7075.0
2021-03-12,15283.0,6306.0,3305.0,11323.0,2207.0,4813.0,3564.0,1002.0,1419.0,338.0,3807.0,121.0,4587.0,7099.0
2021-03-13,15310.0,6306.0,3305.0,11349.0,2208.0,4813.0,3564.0,1002.0,1419.0,338.0,3813.0,121.0,4601.0,7137.0
2021-03-14,15310.0,6306.0,3305.0,11349.0,2208.0,4813.0,3564.0,1002.0,1419.0,338.0,3813.0,121.0,4601.0,7137.0
2021-03-15,15330.0,6312.0,3309.0,11370.0,2210.0,4817.0,3654.0,1003.0,1431.0,337.0,3828.0,121.0,4613.0,7171.0
2021-03-16,15353.0,6327.0,3324.0,11385.0,2212.0,4819.0,3663.0,1005.0,1431.0,338.0,3836.0,122.0,4621.0,7193.0
2021-03-17,15376.0,6345.0,3337.0,11398.0,2230.0,4820.0,3663.0,1007.0,1446.0,338.0,3844.0,122.0,4627.0,7220.0
2021-03-18,15405.0,6359.0,3350.0,11407.0,2234.0,4822.0,3690.0,1009.0,1446.0,339.0,3855.0,122.0,4629.0,7246.0
2021-03-19,15427.0,6373.0,3358.0,11416.0,2235.0,4824.0,3708.0,1014.0,1453.0,342.0,3865.0,122.0,4635.0,7261.0
2021-03-20,15455.0,6373.0,3358.0,11443.0,2236.0,4824.0,3708.0,1015.0,1453.0,343.0,3868.0,122.0,4644.0,7278.0
2021-03-21,15455.0,6373.0,3358.0,11443.0,2236.0,4824.0,3708.0,1015.0,1453.0,343.0,3868.0,122.0,4644.0,7278.0
2021-03-22,15488.0,6390.0,3364.0,11457.0,2240.0,4829.0,3734.0,1016.0,1453.0,344.0,3867.0,123.0,4658.0,7303.0
2021-03-23,15507.0,6411.0,3378.0,11477.0,2243.0,4831.0,3734.0,1016.0,1462.0,345.0,3872.0,124.0,4662.0,7331.0
2021-03-24,15526.0,6427.0,3390.0,11487.0,2254.0,4833.0,3734.0,1018.0,1462.0,345.0,3879.0,124.0,4682.0,7359.0
2021-03-25,15549.0,6438.0,3396.0,11503.0,2266.0,4837.0,3734.0,1020.0,1466.0,345.0,3888.0,126.0,4692.0,7399.0
2021-03-26,15568.0,6451.0,3406.0,11517.0,2271.0,4837.0,3779.0,1022.0,1466.0,345.0,3890.0,127.0,4697.0,7417.0
2021-03-27,15606.0,6451.0,3406.0,11531.0,2272.0,4837.0,3779.0,1023.0,1471.0,349.0,3913.0,127.0,4707.0,7447.0
2021-03-28,15606.0,6451.0,3406.0,11531.0,2272.0,4837.0,3779.0,1023.0,1471.0,349.0,3913.0,127.0,4707.0,7447.0
2021-03-29,15629.0,6470.0,3412.0,11545.0,2274.0,4855.0,3852.0,1030.0,1477.0,345.0,3922.0,128.0,4716.0,7483.0
2021-03-30,15652.0,6495.0,3433.0,11565.0,2276.0,4857.0,3853.0,1032.0,1477.0,346.0,3926.0,131.0,4716.0,7513.0
2021-03-31,15677.0,6520.0,3447.0,11588.0,2283.0,4860.0,3865.0,1035.0,1485.0,347.0,3952.0,132.0,4722.0,7531.0
2021-04-01,15700.0,6533.0,3456.0,11605.0,2293.0,4864.0,3885.0,1040.0,1485.0,348.0,3960.0,131.0,4739.0,7564.0
2021-04-02,15742.0,6538.0,3465.0,11622.0,2299.0,4869.0,3919.0,1048.0,1490.0,348.0,3965.0,132.0,4753.0,7587.0
2021-04-03,15767.0,6538.0,3465.0,11632.0,2299.0,4869.0,3919.0,1053.0,1490.0,351.0,3973.0,135.0,4772.0,7619.0
2021-04-04,15767.0,6538.0,3465.0,11632.0,2299.0,4869.0,3919.0,1053.0,1490.0,351.0,3973.0,135.0,4772.0,7619.0
2021-04-05,15801.0,6558.0,3475.0,11645.0,2302.0,4876.0,3964.0,1063.0,1498.0,353.0,3983.0,136.0,4794.0,7655.0
2021-04-06,15827.0,6572.0,3489.0,11654.0,2302.0,4879.0,3964.0,1070.0,1498.0,353.0,3993.0,137.0,4809.0,7665.0
