date,Netherlands,Germany,Austria,Poland,Switzerland,Slovenia,Czechia,Slovakia
2021-01-22,951747.0,2125261.0,401886.0,1464448.0,509279.0,155752.0,924847.0,233027.0
2021-01-23,957213.0,2137691.0,403512.0,1470879.0,509279.0,157293.0,933361.0,234571.0
2021-01-24,962153.0,2147769.0,404714.0,1475445.0,509279.0,157830.0,937617.0,236476.0
2021-01-25,966194.0,2154656.0,405723.0,1478119.0,513599.0,158131.0,940004.0,237027.0
2021-01-26,970156.0,2164043.0,407140.0,1482722.0,515483.0,159812.0,946946.0,238617.0
2021-01-27,974972.0,2179679.0,408781.0,1489512.0,517705.0,161662.0,956155.0,241392.0
2021-01-28,979702.0,2194562.0,410230.0,1496665.0,519404.0,163235.0,964660.0,243427.0
2021-01-29,984120.0,2207393.0,411730.0,1502810.0,521320.0,164529.0,972642.0,246008.0
2021-01-30,988350.0,2224911.0,413208.0,1508674.0,521320.0,165887.0,980714.0,248190.0
2021-01-31,992075.0,2225659.0,414398.0,1513385.0,521320.0,166473.0,984774.0,249913.0
2021-02-01,995300.0,2232327.0,415522.0,1515889.0,525095.0,166836.0,987329.0,250357.0
2021-02-02,998924.0,2240017.0,416763.0,1520215.0,526728.0,168486.0,994514.0,252094.0
2021-02-03,1003010.0,2252504.0,418283.0,1527016.0,528524.0,170101.0,1003657.0,254826.0
2021-02-04,1007268.0,2265536.0,419801.0,1533511.0,530289.0,171340.0,1013352.0,256903.0
2021-02-05,1011636.0,2276371.0,421189.0,1539564.0,531873.0,172299.0,1021477.0,259533.0
2021-02-06,1015757.0,2285003.0,422522.0,1545530.0,531873.0,173201.0,1030112.0,261774.0
2021-02-07,1019720.0,2291673.0,423839.0,1550255.0,531873.0,173702.0,1034975.0,263326.0
2021-02-08,1021966.0,2296323.0,424896.0,1552686.0,535153.0,174000.0,1037405.0,264083.0
2021-02-09,1023779.0,2302051.0,426093.0,1556685.0,536516.0,174364.0,1045132.0,265807.0
2021-02-10,1027023.0,2311297.0,427562.0,1563645.0,538118.0,175795.0,1055415.0,268986.0
2021-02-11,1031454.0,2321225.0,429139.0,1570658.0,539474.0,177140.0,1064952.0,271473.0
2021-02-12,1035841.0,2330422.0,430870.0,1577036.0,540727.0,178133.0,1073966.0,273904.0
2021-02-13,1040070.0,2336906.0,432303.0,1583621.0,540727.0,179148.0,1082849.0,276234.0
2021-02-14,1043541.0,2341744.0,433487.0,1588955.0,540727.0,179477.0,1088009.0,277682.0
2021-02-15,1046381.0,2346876.0,434712.0,1591497.0,543207.0,179780.0,1090860.0,278254.0
2021-02-16,1049120.0,2352766.0,436139.0,1596673.0,544282.0,180520.0,1099654.0,279696.0
2021-02-17,1052544.0,2362364.0,437874.0,1605372.0,545535.0,181606.0,1112322.0,282864.0
2021-02-18,1057116.0,2372209.0,439841.0,1614446.0,546754.0,182484.0,1123252.0,285419.0
2021-02-19,1061903.0,2381259.0,441659.0,1623218.0,547775.0,183396.0,1134957.0,287752.0
2021-02-20,1066522.0,2388421.0,443536.0,1631727.0,547775.0,184352.0,1146321.0,290457.0
2021-02-21,1071223.0,2394515.0,445374.0,1638767.0,547775.0,184767.0,1153159.0,292143.0
2021-02-22,1075425.0,2399499.0,446644.0,1642658.0,550224.0,185014.0,1157180.0,292792.0
2021-02-23,1079272.0,2405263.0,448371.0,1648962.0,551355.0,185916.0,1168491.0,294790.0
2021-02-24,1083686.0,2416037.0,450376.0,1661109.0,552698.0,187005.0,1184352.0,298337.0
2021-02-25,1088730.0,2427069.0,452767.0,1673252.0,553867.0,187762.0,1198168.0,300775.0
2021-02-26,1093899.0,2436506.0,454860.0,1684788.0,554932.0,188676.0,1212780.0,303420.0
2021-02-27,1098875.0,2444177.0,457317.0,1696885.0,554932.0,189627.0,1227595.0,306268.0
2021-02-28,1103564.0,2450295.0,459440.0,1706986.0,554932.0,190081.0,1235480.0,308083.0
2021-03-01,1107347.0,2455569.0,460849.0,1711772.0,557492.0,190324.0,1240051.0,308925.0
2021-03-02,1111364.0,2462061.0,462769.0,1719708.0,558622.0,191056.0,1252242.0,311002.0
2021-03-03,1116404.0,2472913.0,465322.0,1735406.0,559845.0,192266.0,1269058.0,314359.0
2021-03-04,1120566.0,2484306.0,467646.0,1750659.0,561068.0,193285.0,1284288.0,317159.0
2021-03-05,1125299.0,2493887.0,470314.0,1766490.0,562290.0,194165.0,1299002.0,319582.0
2021-03-06,1130694.0,2502151.0,472871.0,1781345.0,562290.0,195086.0,1312164.0,322104.0
2021-03-07,1135258.0,2508655.0,475070.0,1794914.0,562290.0,195468.0,1321331.0,323390.0
2021-03-08,1139102.0,2513784.0,476980.0,1801083.0,565034.0,195678.0,1325291.0,323786.0
2021-03-09,1143481.0,2520618.0,479391.0,1811036.0,566412.0,196421.0,1335815.0,325993.0
2021-03-10,1148836.0,2541781.0,481919.0,1828313.0,567903.0,197374.0,1351195.0,329593.0
2021-03-11,1154257.0,2546526.0,484916.0,1849424.0,569312.0,198234.0,1365724.0,331571.0
2021-03-12,1160380.0,2559296.0,488042.0,1868297.0,570645.0,199004.0,1376998.0,333872.0
2021-03-13,1166923.0,2569864.0,491065.0,1889360.0,570645.0,199854.0,1392108.0,336235.0
2021-03-14,1172975.0,2578842.0,493568.0,1906632.0,570645.0,200374.0,1399078.0,337503.0
2021-03-15,1178501.0,2585385.0,495464.0,1917527.0,573815.0,200579.0,1402420.0,337960.0
2021-03-16,1183567.0,2603064.0,497889.0,1931921.0,575253.0,201497.0,1412962.0,339538.0
2021-03-17,1189707.0,2610769.0,501224.0,1956974.0,577111.0,202573.0,1426991.0,342430.0
2021-03-18,1196045.0,2639258.0,504581.0,1984248.0,578861.0,203544.0,1439019.0,344470.0
2021-03-19,1203622.0,2654734.0,508096.0,2010244.0,580609.0,204482.0,1449696.0,346149.0
2021-03-20,1211447.0,2669233.0,511440.0,2036700.0,580609.0,205509.0,1459406.0,347944.0
2021-03-21,1218610.0,2670001.0,514153.0,2058550.0,580609.0,206026.0,1469547.0,348869.0
2021-03-22,1224947.0,2678262.0,516565.0,2073129.0,584252.0,206317.0,1467333.0,349270.0
2021-03-23,1230746.0,2699231.0,519980.0,2089869.0,586096.0,207298.0,1475538.0,350551.0
2021-03-24,1238664.0,2722988.0,523269.0,2120671.0,588118.0,208588.0,1486510.0,352528.0
2021-03-25,1246682.0,2744608.0,526393.0,2154821.0,590164.0,209753.0,1495361.0,354182.0
2021-03-26,1254722.0,2765297.0,530288.0,2189966.0,592217.0,210785.0,1503307.0,355454.0
2021-03-27,1263882.0,2782925.0,533786.0,2221725.0,592217.0,212040.0,1511021.0,356985.0
2021-03-28,1271580.0,2784652.0,536465.0,2250991.0,592217.0,212678.0,1515029.0,357910.0
2021-03-29,1278519.0,2794949.0,539541.0,2267964.0,596790.0,212966.0,1516772.0,358115.0
2021-03-30,1284585.0,2818630.0,542542.0,2288826.0,598713.0,214045.0,1523668.0,359330.0
2021-03-31,1292806.0,2843644.0,546229.0,2321717.0,601124.0,215602.0,1532332.0,361185.0
2021-04-01,1301127.0,2866323.0,549592.0,2356970.0,603092.0,216939.0,1539617.0,362489.0
2021-04-02,1308774.0,2882356.0,552729.0,2387511.0,605342.0,218114.0,1545865.0,363874.0
2021-04-03,1316913.0,2886029.0,556012.0,2415584.0,605342.0,219420.0,1549734.0,364622.0
2021-04-04,1324021.0,2896329.0,558755.0,2438542.0,605342.0,220141.0,1551896.0,365242.0
2021-04-05,1329560.0,2902309.0,560972.0,2448463.0,605342.0,220425.0,1553820.0,365400.0
2021-04-06,1335312.0,2909902.0,562907.0,2456709.0,610274.0,220698.0,1555245.0,365733.0
2021-04-07,1341742.0,2940279.0,566008.0,2471617.0,612575.0,221890.0,1560777.0,366894.0
2021-04-08,1350034.0,2966789.0,568914.0,2499507.0,615024.0,223416.0,1567848.0,368470.0
2021-04-09,1358016.0,2990724.0,571616.0,2528006.0,617543.0,224699.0,1573153.0,369393.0
2021-04-10,1366024.0,3009452.0,574755.0,2552898.0,617543.0,225950.0,1577972.0,370473.0
2021-04-11,1374451.0,3012158.0,577007.0,2574631.0,617543.0,226499.0,1580189.0,371062.0
2021-04-12,1381182.0,3024604.0,578950.0,2586647.0,623126.0,226786.0,1581184.0,371168.0
2021-04-13,1387961.0,3054025.0,581263.0,2599850.0,625367.0,227836.0,1585037.0,372038.0
2021-04-14,1393543.0,3085142.0,584205.0,2621116.0,627968.0,229076.0,1590124.0,373107.0
2021-04-15,1402433.0,3110252.0,586883.0,2642242.0,630194.0,229967.0,1593847.0,373950.0
2021-04-16,1411474.0,3134108.0,589299.0,2660088.0,632399.0,230826.0,1597103.0,374586.0
2021-04-17,1419871.0,3154305.0,591347.0,2675874.0,632399.0,231593.0,1600341.0,375336.0
2021-04-18,1428440.0,3155522.0,593423.0,2688025.0,632399.0,232071.0,1601881.0,375974.0
2021-04-19,1435601.0,3167137.0,595540.0,2695327.0,637304.0,232311.0,1602711.0,376067.0
2021-04-20,1442481.0,3198534.0,597566.0,2704571.0,639445.0,233031.0,1606030.0,376709.0
2021-04-21,1451071.0,3222888.0,600089.0,2718493.0,642131.0,234067.0,1609861.0,377473.0
2021-04-22,1460753.0,3254609.0,602494.0,2731256.0,644396.0,234811.0,1612832.0,378150.0
2021-04-23,1470037.0,3276871.0,604823.0,2742122.0,646509.0,235711.0,1615461.0,378635.0
2021-04-24,1478144.0,3291293.0,606954.0,2751632.0,646509.0,236613.0,1618068.0,379476.0
2021-04-25,1486205.0,3306692.0,608979.0,2758856.0,646509.0,237028.0,1619383.0,379911.0
2021-04-26,1492437.0,3312653.0,610545.0,2762323.0,651822.0,237219.0,1620206.0,380010.0
2021-04-27,1497806.0,3338564.0,612170.0,2768034.0,653957.0,238023.0,1622777.0,380498.0
