date,Ireland,United Kingdom,Portugal,Spain,France,Italy,Belgium,Luxembourg
2021-01-27,191182.0,3725641.0,668951.0,2670102.0,3165449.0,2501147.0,699662.0,50089.0
2021-01-28,192645.0,3754452.0,685383.0,2705001.0,3189405.0,2515507.0,702437.0,50228.0
2021-01-29,193892.0,3783597.0,698583.0,2743119.0,3212640.0,2529070.0,705120.0,50388.0
2021-01-30,195303.0,3806997.0,711018.0,2743119.0,3236685.0,2541783.0,707837.0,50388.0
2021-01-31,196547.0,3828187.0,720516.0,2743119.0,3255920.0,2553032.0,710153.0,50388.0
2021-02-01,197553.0,3846855.0,726321.0,2822805.0,3260308.0,2560957.0,711417.0,50733.0
2021-02-02,198424.0,3863761.0,731861.0,2851869.0,3283645.0,2570608.0,713271.0,50923.0
2021-02-03,199430.0,3882976.0,740944.0,2883465.0,3310051.0,2583790.0,716395.0,51128.0
2021-02-04,200744.0,3903710.0,748858.0,2913425.0,3310071.0,2597446.0,718847.0,51330.0
2021-02-05,201763.0,3922914.0,755774.0,2941990.0,3355678.0,2611659.0,721432.0,51512.0
2021-02-06,202548.0,3941277.0,761906.0,2941990.0,3376266.0,2625098.0,723870.0,51512.0
2021-02-07,203568.0,3957181.0,765414.0,2941990.0,3395981.0,2636738.0,725610.0,51512.0
2021-02-08,204397.0,3971319.0,767919.0,2989085.0,3400324.0,2644707.0,726483.0,51879.0
2021-02-09,204940.0,3983760.0,770502.0,3005487.0,3419210.0,2655319.0,728334.0,52022.0
2021-02-10,205939.0,3996837.0,774889.0,3023601.0,3444888.0,2668266.0,730951.0,52247.0
2021-02-11,206801.0,4010380.0,778369.0,3041454.0,3465964.0,2683403.0,733100.0,52392.0
2021-02-12,207720.0,4025578.0,781223.0,3056035.0,3486673.0,2697296.0,735220.0,52539.0
2021-02-13,208796.0,4038933.0,784079.0,3056035.0,3507904.0,2710819.0,737115.0,52539.0
2021-02-14,209582.0,4049924.0,785756.0,3056035.0,3524450.0,2721879.0,738631.0,52539.0
2021-02-15,210402.0,4059700.0,787059.0,3086286.0,3528856.0,2729223.0,739488.0,52923.0
2021-02-16,211113.0,4070336.0,788561.0,3096343.0,3548452.0,2739591.0,741205.0,53062.0
2021-02-17,211751.0,4083096.0,790885.0,3107172.0,3573638.0,2751657.0,743882.0,53329.0
2021-02-18,212647.0,4095191.0,792829.0,3121687.0,3596156.0,2765412.0,746302.0,53562.0
2021-02-19,213400.0,4107290.0,794769.0,3133122.0,3620283.0,2780882.0,749739.0,53782.0
2021-02-20,214378.0,4117743.0,796339.0,3133122.0,3642654.0,2795796.0,752379.0,53782.0
2021-02-21,215057.0,4127578.0,797525.0,3133122.0,3664700.0,2809246.0,754473.0,53782.0
2021-02-22,215743.0,4138237.0,798074.0,3153971.0,3669354.0,2818863.0,755594.0,54172.0
2021-02-23,216300.0,4146760.0,799106.0,3161432.0,3689534.0,2832162.0,757696.0,54354.0
2021-02-24,216840.0,4156707.0,800586.0,3170644.0,3721061.0,2848564.0,760809.0,54678.0
2021-02-25,217478.0,4166727.0,801746.0,3180212.0,3746475.0,2868435.0,763885.0,54871.0
2021-02-26,218251.0,4175315.0,802773.0,3188553.0,3771691.0,2888923.0,766654.0,55110.0
2021-02-27,218980.0,4182772.0,803844.0,3188553.0,3795687.0,2907825.0,769414.0,55110.0
2021-02-28,219592.0,4188827.0,804562.0,3188553.0,3815639.0,2925265.0,771511.0,55110.0
2021-03-01,220273.0,4194289.0,804956.0,3204531.0,3820369.0,2938371.0,772294.0,55480.0
2021-03-02,220630.0,4200700.0,805647.0,3130184.0,3843241.0,2955434.0,774344.0,55632.0
2021-03-03,221189.0,4207120.0,806626.0,3136321.0,3870144.0,2976274.0,777608.0,55902.0
2021-03-04,221649.0,4213764.0,807456.0,3142358.0,3895430.0,2999119.0,780251.0,56110.0
2021-03-05,222169.0,4219788.0,808405.0,3149012.0,3918937.0,3023129.0,783010.0,56296.0
2021-03-06,222699.0,4225906.0,809412.0,3149012.0,3942243.0,3046762.0,785809.0,56296.0
2021-03-07,223219.0,4231166.0,810094.0,3149012.0,3964078.0,3067486.0,787891.0,56296.0
2021-03-08,223651.0,4235989.0,810459.0,3160970.0,3969612.0,3081368.0,789008.0,56677.0
2021-03-09,223957.0,4241858.0,811306.0,3164982.0,3992755.0,3101093.0,791171.0,56822.0
2021-03-10,224588.0,4247879.0,811948.0,3172101.0,4022429.0,3123368.0,794605.0,57056.0
2021-03-11,225179.0,4254714.0,812575.0,3178356.0,4050558.0,3149017.0,798108.0,57321.0
2021-03-12,225820.0,4261398.0,813152.0,3183704.0,4075735.0,3175807.0,801723.0,57503.0
2021-03-13,226358.0,4267015.0,813716.0,3183704.0,4105527.0,3201838.0,805321.0,57503.0
2021-03-14,226741.0,4271710.0,814257.0,3183704.0,4131874.0,3223142.0,808283.0,57503.0
2021-03-15,227316.0,4276840.0,814513.0,3195062.0,4138345.0,3238394.0,809861.0,57926.0
2021-03-16,227663.0,4282203.0,814897.0,3200024.0,4168411.0,3258770.0,813026.0,58111.0
2021-03-17,228215.0,4287996.0,815570.0,3206116.0,4206912.0,3281810.0,818142.0,58408.0
2021-03-18,228796.0,4294328.0,816055.0,3212332.0,4241973.0,3306711.0,822801.0,58674.0
2021-03-19,229306.0,4299200.0,816623.0,3212332.0,4277171.0,3332418.0,827941.0,58955.0
2021-03-20,229831.0,4304839.0,817080.0,3212332.0,4312510.0,3356331.0,827941.0,58955.0
2021-03-21,230599.0,4310195.0,817530.0,3212332.0,4343097.0,3376376.0,837006.0,58955.0
2021-03-22,231119.0,4315602.0,817778.0,3228803.0,4358910.0,3400877.0,839238.0,59497.0
2021-03-23,231484.0,4321019.0,818212.0,3234319.0,4373607.0,3419616.0,842775.0,59662.0
2021-03-24,232164.0,4326645.0,818787.0,3234319.0,4438999.0,3440862.0,849090.0,59907.0
2021-03-25,232758.0,4332922.0,819210.0,3247738.0,4484659.0,3464543.0,854608.0,60205.0
2021-03-26,233327.0,4339157.0,819698.0,3255324.0,4526530.0,3488619.0,860731.0,60465.0
2021-03-27,233937.0,4343066.0,820042.0,3255324.0,4569164.0,3512453.0,866063.0,60465.0
2021-03-28,234541.0,4347013.0,820407.0,3255324.0,4606185.0,3532057.0,870757.0,60465.0
2021-03-29,235078.0,4351796.0,820716.0,3270825.0,4615295.0,3544957.0,872936.0,61073.0
2021-03-30,235444.0,4355867.0,821104.0,3275819.0,4646014.0,3561012.0,876842.0,61255.0
2021-03-31,235854.0,4359982.0,821722.0,3284353.0,4705068.0,3584899.0,882453.0,61642.0
2021-04-01,236600.0,4364547.0,822314.0,3291394.0,4755779.0,3607083.0,887920.0,61881.0
2021-04-02,237187.0,4367969.0,822862.0,3291394.0,4802457.0,3629000.0,892585.0,62105.0
2021-04-03,237695.0,4371393.0,823142.0,3300965.0,4802545.0,3650247.0,897474.0,62105.0
2021-04-04,238148.0,4373798.0,823335.0,3300965.0,4883174.0,3668264.0,900996.0,62105.0
2021-04-05,238466.0,4376629.0,823494.0,3311325.0,4893971.0,3678944.0,902964.0,62105.0
2021-04-06,238907.0,4379033.0,824368.0,3317948.0,4902025.0,3686707.0,904673.0,62625.0
2021-04-07,239325.0,4381830.0,825031.0,3326736.0,4902985.0,3700393.0,908212.0,62793.0
2021-04-08,239723.0,4384954.0,825633.0,3336637.0,5000155.0,3717602.0,913057.0,63180.0
2021-04-09,240192.0,4380167.0,826327.0,3347512.0,5000314.0,3736526.0,917917.0,63467.0
2021-04-10,240643.0,4382880.0,826928.0,3347512.0,5001685.0,3754077.0,922487.0,63467.0
2021-04-11,240945.0,4384610.0,827494.0,3347512.0,5119585.0,3769814.0,925476.0,63467.0
2021-04-12,241330.0,4388296.0,827765.0,3370256.0,5128140.0,3779594.0,927229.0,63880.0
2021-04-13,241684.0,4390801.0,828173.0,3376548.0,5167265.0,3793033.0,930603.0,64062.0
2021-04-14,242105.0,4393330.0,828857.0,3387022.0,5210772.0,3809193.0,935316.0,64334.0
2021-04-15,242402.0,4396096.0,829358.0,3396685.0,5248853.0,3826156.0,939309.0,64549.0
2021-04-16,242819.0,4398903.0,829911.0,3407283.0,5285304.0,3842079.0,943213.0,64746.0
2021-04-17,243238.0,4401176.0,830560.0,3407283.0,5321176.0,3857443.0,947000.0,64746.0
2021-04-18,243508.0,4403060.0,831001.0,3407283.0,5350521.0,3870131.0,949996.0,64746.0
2021-04-19,243911.0,4406114.0,831221.0,3428354.0,5357229.0,3878994.0,951626.0,65144.0
2021-04-20,244297.0,4408644.0,831645.0,3428354.0,5401305.0,3891063.0,955056.0,65319.0
2021-04-21,244695.0,4411068.0,832255.0,3446072.0,5436229.0,3904899.0,960169.0,65604.0
2021-04-22,245310.0,4413834.0,832891.0,3456886.0,5469674.0,3920945.0,964526.0,65813.0
2021-04-23,245743.0,4416588.0,833397.0,3468617.0,5502014.0,3935703.0,968107.0,66007.0
2021-04-24,246204.0,4418710.0,833964.0,3468617.0,5534656.0,3949517.0,972041.0,66007.0
2021-04-25,246633.0,4420443.0,834442.0,3468617.0,5559121.0,3962674.0,974418.0,66007.0
2021-04-26,247069.0,4422562.0,834638.0,3488469.0,5565080.0,3971114.0,976088.0,66374.0
2021-04-27,247489.0,4425259.0,834991.0,3496134.0,5595403.0,3981512.0,979034.0,66594.0
