date,Hungary,Estonia,Lithuania,Latvia,Sweden,Norway,Denmark,Finland
2021-02-11,381875.0,50280.0,189058.0,74701.0,604577.0,65811.0,204052.0,49165.0
2021-02-12,383735.0,50993.0,189665.0,75509.0,608411.0,66236.0,204480.0,49572.0
2021-02-13,385755.0,51749.0,190241.0,76282.0,608411.0,66392.0,204754.0,50007.0
2021-02-14,387462.0,52416.0,190724.0,76706.0,608411.0,66501.0,205049.0,50319.0
2021-02-15,388799.0,52827.0,190937.0,76984.0,608411.0,66854.0,205486.0,50662.0
2021-02-16,389622.0,53444.0,191264.0,77697.0,617869.0,67140.0,205871.0,51047.0
2021-02-17,391170.0,54300.0,191821.0,78643.0,622102.0,67498.0,206285.0,51595.0
2021-02-18,394023.0,55295.0,192193.0,79351.0,627022.0,67824.0,206753.0,52209.0
2021-02-19,397116.0,56246.0,192986.0,80040.0,631166.0,68107.0,207305.0,52653.0
2021-02-20,400111.0,57033.0,193562.0,81109.0,631166.0,68315.0,207769.0,53285.0
2021-02-21,403023.0,57616.0,194051.0,81519.0,631166.0,68532.0,208265.0,53742.0
2021-02-22,405646.0,58445.0,194333.0,81793.0,631166.0,68758.0,208715.0,54132.0
2021-02-23,407274.0,59407.0,194833.0,82462.0,642099.0,69148.0,209244.0,54532.0
2021-02-24,410129.0,60475.0,195481.0,83445.0,647470.0,69489.0,209767.0,55122.0
2021-02-25,414514.0,61627.0,196049.0,84258.0,652465.0,70040.0,210370.0,55687.0
2021-02-26,419182.0,62830.0,196690.0,84983.0,657309.0,70564.0,210900.0,56407.0
2021-02-27,424130.0,64399.0,197343.0,85810.0,657309.0,70826.0,211420.0,57052.0
2021-02-28,428599.0,65600.0,199145.0,86186.0,657309.0,71006.0,211883.0,57672.0
2021-03-01,432925.0,66628.0,199398.0,86458.0,657309.0,71735.0,212380.0,58064.0
2021-03-02,435689.0,67739.0,199825.0,87103.0,669113.0,72234.0,212912.0,58645.0
2021-03-03,439900.0,69193.0,200351.0,88022.0,675292.0,72923.0,213486.0,59442.0
2021-03-04,446178.0,70610.0,200898.0,88668.0,680130.0,73493.0,214007.0,60200.0
2021-03-05,452547.0,72144.0,201335.0,89414.0,684961.0,74183.0,214621.0,60904.0
2021-03-06,459816.0,73684.0,201799.0,90009.0,684961.0,74546.0,215015.0,61552.0
2021-03-07,466017.0,75003.0,202214.0,90331.0,684961.0,74942.0,215528.0,62063.0
2021-03-08,468713.0,76183.0,202430.0,90525.0,684961.0,75770.0,215955.0,62522.0
2021-03-09,475207.0,77491.0,202900.0,90997.0,695975.0,76484.0,216482.0,63110.0
2021-03-10,480860.0,78973.0,203386.0,91636.0,701892.0,77169.0,218489.0,63889.0
2021-03-11,489172.0,80929.0,203992.0,92274.0,707192.0,78041.0,219351.0,64609.0
2021-03-12,498183.0,82286.0,204356.0,92906.0,712527.0,78946.0,219996.0,65315.0
2021-03-13,507627.0,83872.0,204954.0,93484.0,712527.0,79800.0,220609.0,66006.0
2021-03-14,516490.0,84807.0,205385.0,93781.0,712527.0,80440.0,221151.0,66869.0
2021-03-15,524196.0,86086.0,205644.0,93959.0,712527.0,81305.0,221763.0,67334.0
2021-03-16,529122.0,87548.0,206290.0,94602.0,725289.0,82455.0,222534.0,67851.0
2021-03-17,532578.0,89331.0,206889.0,95420.0,732070.0,83519.0,223321.0,68693.0
2021-03-18,539080.0,91031.0,207469.0,95902.0,738537.0,84553.0,224107.0,69497.0
2021-03-19,549839.0,92780.0,208048.0,96524.0,744272.0,85542.0,224950.0,70267.0
2021-03-20,560971.0,94028.0,208650.0,97149.0,744272.0,86362.0,225540.0,71123.0
2021-03-21,571596.0,95401.0,209011.0,97409.0,744272.0,86939.0,226197.0,71643.0
2021-03-22,580642.0,96394.0,209340.0,97586.0,744272.0,88035.0,227469.0,72073.0
2021-03-23,586123.0,97456.0,210202.0,98094.0,758335.0,89120.0,227723.0,72713.0
2021-03-24,593710.0,99008.0,211011.0,98870.0,765984.0,90104.0,225722.0,73516.0
2021-03-25,603347.0,100437.0,211804.0,99476.0,773690.0,90935.0,226536.0,74242.0
2021-03-26,614612.0,101587.0,212676.0,100114.0,780018.0,92007.0,227325.0,74754.0
2021-03-27,624779.0,102738.0,213447.0,100716.0,780018.0,92469.0,227741.0,75545.0
2021-03-28,633861.0,103630.0,213941.0,101040.0,780018.0,93150.0,228705.0,76003.0
2021-03-29,641124.0,104214.0,214365.0,101207.0,780018.0,94139.0,229384.0,76425.0
2021-03-30,645733.0,105416.0,215216.0,101733.0,796445.0,95208.0,230594.0,76845.0
2021-03-31,652433.0,106424.0,216119.0,102363.0,804886.0,96079.0,231295.0,77452.0
2021-04-01,661721.0,107253.0,217005.0,103001.0,813191.0,96770.0,231957.0,78106.0
2021-04-02,670776.0,108418.0,217865.0,103588.0,813191.0,97410.0,232665.0,78672.0
2021-04-03,679413.0,108937.0,218878.0,103867.0,813191.0,98102.0,233410.0,79094.0
2021-04-04,685979.0,109399.0,219607.0,104105.0,813191.0,98676.0,234010.0,79396.0
2021-04-05,689853.0,109781.0,220212.0,104224.0,813191.0,99249.0,234489.0,79737.0
2021-04-06,691743.0,110680.0,220900.0,104533.0,834993.0,100149.0,235009.0,80068.0
2021-04-07,693676.0,111664.0,222020.0,105176.0,841807.0,101082.0,235623.0,80416.0
2021-04-08,698490.0,112421.0,223127.0,105916.0,849629.0,101960.0,236340.0,80842.0
2021-04-09,705815.0,113098.0,224309.0,106574.0,857401.0,102719.0,237038.0,81261.0
2021-04-10,713868.0,113736.0,225308.0,107240.0,857401.0,102974.0,237793.0,81707.0
2021-04-11,720164.0,114174.0,226173.0,107608.0,857401.0,103621.0,238484.0,82053.0
2021-04-12,725241.0,114443.0,226783.0,107818.0,857401.0,104269.0,238998.0,82278.0
2021-04-13,728078.0,115080.0,227889.0,108355.0,876506.0,105008.0,239561.0,82564.0
2021-04-14,731675.0,115629.0,229260.0,109088.0,885385.0,105607.0,240225.0,82964.0
2021-04-15,736982.0,116200.0,230462.0,109731.0,892480.0,106224.0,241023.0,83253.0
2021-04-16,742198.0,116678.0,231601.0,110343.0,900138.0,106727.0,241700.0,83633.0
2021-04-17,746802.0,117011.0,232829.0,110997.0,900138.0,107144.0,242424.0,83633.0
2021-04-18,750508.0,117554.0,233631.0,111334.0,900138.0,107510.0,243326.0,84131.0
2021-04-19,753188.0,117782.0,234232.0,111536.0,900138.0,108028.0,244067.0,84287.0
2021-04-20,754833.0,118317.0,235383.0,112224.0,916830.0,108342.0,244759.0,84501.0
2021-04-21,757360.0,118789.0,236533.0,112983.0,924340.0,109137.0,245562.0,84797.0
2021-04-22,760967.0,119218.0,237950.0,113561.0,932076.0,109581.0,246455.0,85077.0
2021-04-23,764394.0,119610.0,239263.0,114244.0,938343.0,110061.0,247157.0,85344.0
2021-04-24,767190.0,120000.0,240522.0,114955.0,938343.0,110390.0,247704.0,85607.0
2021-04-25,769518.0,120215.0,241297.0,115316.0,938343.0,110612.0,248316.0,85804.0
2021-04-26,771454.0,120378.0,241872.0,115536.0,938343.0,111162.0,249020.0,85937.0
2021-04-27,772707.0,120836.0,242926.0,116132.0,953254.0,111686.0,249644.0,86161.0
